County,Office,Candidate,Party,District,Votes
Delaware,Township Trustee,IVAN D GREGORY JR,Democratic,MONROE,166
Decatur,Township Trustee,JACOB MATTOX,Democratic,JACKSON,17
Crawford,Township Trustee,JAMES "JIM" TAYLOR,Democratic,LIBERTY,122
Clay,Township Trustee,James (Jim) Smith,Democratic,POSEY,137
Dubois,Township Trustee,JAMES K MEYER,Democratic,CASS TWP,57
Clay,Township Trustee,Janice S Cox,Democratic,DICK JOHNSON,33
Elkhart,Township Trustee,JEREMY J EVERETT  ,Democratic,CONCORD,1276
Clark,Township Trustee,JOANN SULLIVAN,Democratic,WOOD,133
Crawford,Township Trustee,John "Geff" Procter,Democratic,UNION,40
Crawford,Township Trustee,JOHN EARL LAHUE,Democratic,JENNINGS,73
Clinton,Township Trustee,John L Bonecutter,Democratic,SUGAR CREEK,7
Blackford,Township Trustee,Judith M. (Judy) Morris,Democratic,JACKSON,30
DeKalb,Township Trustee,Judy Shippy Hart,Democratic,RICHLAND,22
Allen,Township Trustee,Julie Nolan,Democratic,JEFFERSON,38
Dubois,Township Trustee,KEN BUCK,Democratic,BAINBRIDGE TWP,641
Cass,Township Trustee,Kim Tocco,Democratic,Jackson,71
Clinton,Township Trustee,Larry L Laughner,Democratic,UNION,22
DeKalb,Township Trustee,Leon Hicks,Democratic,KEYSER,118
Clay,Township Trustee,Lisa Kellar,Democratic,BRAZIL,181
Dearborn,Township Trustee,Lonnie G Walcott ,Democratic,LAWRENCEBURG TOWNSHIPS,185
Delaware,Township Trustee,MARILYN ("KAY") WALKER,Democratic,CENTER,3680
Bartholomew,Township Trustee,Mark S. Romine,Democratic,CLIFTY,22
Clark,Township Trustee,MARTHA (BRUNER) WHETSELL,Democratic,UTICA,343
Allen,Township Trustee,Max J Meyer,Democratic,MONROE,57
Allen,Township Trustee,Melissa Rinehart,Democratic,PERRY,983
Clinton,Township Trustee,Michael E Boesch,Democratic,MADISON,59
Cass,Township Trustee,Michael E. (Mike) Fincher,Democratic,Eel,506
Dearborn,Township Trustee,Nancy Fahey Turner,Democratic,CENTER TOWNSHIPS,100
Adams,Township Trustee,NATHAN  MIHM,Democratic,UNION TWP,29
Brown,Township Trustee,Paul D Hardin,Democratic,WASHINGTON,436
Clinton,Township Trustee,Phillip Andrew,Democratic,ROSS,43
Allen,Township Trustee,Richard A Stevenson Sr,Democratic,WAYNE,2209
Clay,Township Trustee,Robert Dodson,Democratic,CASS,8
Adams,Township Trustee,ROBERT W REEF,Democratic,JEFFERSON TWP,2
Adams,Township Trustee,RUSSELL E COOK,Democratic,ST MARYS TWP,26
Crawford,Township Trustee,RUSSELL NEWKIRK,Democratic,STERLING,200
Adams,Township Trustee,STEVEN L (Steve) AFFOLDER,Democratic,FRENCH TWP,16
Brown,Township Trustee,Susan W. Showalter,Democratic,VAN BUREN,108
Elkhart,Township Trustee,SUSIE MEEKS-WADE,Democratic,WASHINGTON,179
Dubois,Township Trustee,SYLVESTER L VOEGERL,Democratic,JACKSON TWP,109
Crawford,Township Trustee,TERRY L STROUD,Democratic,WHISKEY RUN,125
Clark,Township Trustee,TOM (CHRIS) BACH,Democratic,UTICA,120
Allen,Township Trustee,Tom Cook,Democratic,WAYNE,1949
Dearborn,Township Trustee,William (Bill) F Smith ,Democratic,LAWRENCEBURG TOWNSHIPS,126
Clark,Township Trustee,WILLIAM L (BILLY) RAMSER,Democratic,SILVER CREEK,513
Benton,Township Trustee,ALISA K NOBLE,Republican,OAK GROVE,157
Clay,Township Trustee,Amy A Griffith,Republican,SUGAR RIDGE,136
Clinton,Township Trustee,Andrea Huber,Republican,MADISON,267
Bartholomew,Township Trustee,Andrew Brunni,Republican,SANDCREEK,88
Benton,Township Trustee,ANGELA A BRUNTON,Republican,CENTER,302
DeKalb,Township Trustee,Audra Wilcoxson,Republican,JACKSON,423
Clark,Township Trustee,BARBARA ANN REYNOLDS,Republican,CARR,240
Allen,Township Trustee,Barry Steinman,Republican,JACKSON,44
Bartholomew,Township Trustee,Ben Jackson,Republican,COLUMBUS,4313
Benton,Township Trustee,BERNICE A GILBERT,Republican,UNION,27
Elkhart,Township Trustee,BEUFORD H LEE,Republican,WASHINGTON,651
Cass,Township Trustee,Bob Pifer,Republican,Boone,300
Benton,Township Trustee,BOSTON L PRITCHETT (Butch),Republican,BOLIVAR,101
Elkhart,Township Trustee,BRAD SHOWALTER,Republican,BENTON,298
Brown,Township Trustee,Brandon Edens Magner,Republican,WASHINGTON,705
Bartholomew,Township Trustee,Brenda K. Mijares,Republican,WAYNE,358
Decatur,Township Trustee,BRENDA M SHIREMAN,Republican,JACKSON,142
Clinton,Township Trustee,Brenda Robertson,Republican,FOREST,89
Delaware,Township Trustee,BRIAN DUDLEY,Republican,LIBERTY,303
Allen,Township Trustee,Brian Yoh,Republican,ADAMS,1216
Clark,Township Trustee,BRITTANY G JONES-KINDER,Republican,OWEN,52
Bartholomew,Township Trustee,Bruce F. Bartells,Republican,JACKSON,126
Carroll,Township Trustee,Bryon L. Nipple,Republican,ROCK CREEK,26
DeKalb,Township Trustee,Carl L Casebere,Republican,STAFFORD,51
Boone,Township Trustee,CASEY SAMSON,Republican,Center,444
Cass,Township Trustee,Catherine (Cathy) Cree,Republican,Harrison,218
Allen,Township Trustee,Chad A MacDowell,Republican,MILAN,205
Boone,Township Trustee,CHAD JOHNSON,Republican,Clinton,90
Delaware,Township Trustee,CHARLES ("CHUCK") PAUL Sr.,Republican,HARRISON,287
Clay,Township Trustee,Charles J (Jeff) Thompson,Republican,VAN BUREN,342
Decatur,Township Trustee,CHARLIE BILL CONNALL,Republican,"ADAMS,ST. PAUL",204
DeKalb,Township Trustee,Cheri A Bushee,Republican,SPENCER,124
Bartholomew,Township Trustee,Chris West,Republican,GERMAN,471
Decatur,Township Trustee,CHRISTIAN A.B. RUST,Republican,"GREENSBURG 1,GREENSBURG 2,GREENSBURG 3,GREENSBURG 4,GREENSBURG 5,GREENSBURG 6,GREENSBURG 7,GREENSBURG 8,WASHINGTON",1214
Elkhart,Township Trustee,CHRISTINE J ARTLEY,Republican,YORK,287
Elkhart,Township Trustee,CHUCK CHEEK,Republican,ELKHART,1882
Clinton,Township Trustee,Constance J. Blacker,Republican,PERRY,80
Boone,Township Trustee,COREY KUTZ,Republican,Center,880
Adams,Township Trustee,COREY L AFFOLDER,Republican,WASHINGTON TWP,734
Clinton,Township Trustee,Cory Klinedinst,Republican,OWEN,96
DeKalb,Township Trustee,Craig Bassett,Republican,UNION,1426
Dearborn,Township Trustee,Craig E Beckley ,Republican,SPARTA TOWNSHIPS,106
Decatur,Township Trustee,DAN WENNING,Republican,"SANDCREEK NORTH,SANDCREEK SOUTH,WESTPORT",449
Boone,Township Trustee,DANNY MITCHELL,Republican,Jackson,385
Adams,Township Trustee,DARREL EHLERDING,Republican,PREBLE TWP,111
Bartholomew,Township Trustee,David Dwyer,Republican,HARRISON,560
Allen,Township Trustee,David J Morris,Republican,SPRINGFIELD,142
Dearborn,Township Trustee,David J Wunderlich,Republican,WASHINGTON TOWNSHIP,133
Decatur,Township Trustee,DAVID R ISRAEL,Republican,CLAY,179
Allen,Township Trustee,David Ringer,Republican,ST JOE,1270
Clay,Township Trustee,DeAnna L Steiner,Republican,WASHINGTON,121
Boone,Township Trustee,DEBBIE MARTIN,Republican,Washington,210
Carroll,Township Trustee,Deborah (Deb) L Foreman,Republican,JACKSON,185
Dearborn,Township Trustee,Denise (Cottingham) Bowling ,Republican,HARRISON TOWNSHIPS,310
Delaware,Township Trustee,DENISE THORNBURG,Republican,DELAWARE,297
Elkhart,Township Trustee,DENNIS L CARTER,Republican,JACKSON,262
DeKalb,Township Trustee,Diana L Miller,Republican,SMITHFIELD,185
Cass,Township Trustee,Diann A. Sedam,Republican,Noble,284
Dubois,Township Trustee,DON  ASTRIKE,Republican,PATOKA TWP,397
Carroll,Township Trustee,Donald L. Leisure,Republican,ROCK CREEK,35
Carroll,Township Trustee,Doris McLeland,Republican,DEER CREEK,531
Carroll,Township Trustee,Dwaine K. Ward,Republican,MADISON,66
Decatur,Township Trustee,ELIZABETH A FRY,Republican,MARION,213
Crawford,Township Trustee,ENOS E SCHWARTZ,Republican,JOHNSON,31
Allen,Township Trustee,Eric (ET) Tippmann,Republican,PERRY,1782
Allen,Township Trustee,Erik S Linnemeier,Republican,LAKE,175
Clinton,Township Trustee,Fran Reagan,Republican,JACKSON,243
Decatur,Township Trustee,FRED A KRIEGER,Republican,SALTCREEK,209
Adams,Township Trustee,FRED J KUNKEL,Republican,ROOT TWP,751
Bartholomew,Township Trustee,Gary W. Jaquess,Republican,ROCKCREEK,210
Adams,Township Trustee,GERALD M "Jerry" WALKER,Republican,MONROE TWP,450
Clark,Township Trustee,GREG ALEXANDER,Republican,UNION,177
DeKalb,Township Trustee,Heather L Bledsoe,Republican,WILMINGTON,275
Clark,Township Trustee,IRENE (RENIE) COFFMAN,Republican,WOOD,149
Clinton,Township Trustee,James (Jim) A Harris,Republican,ROSS,294
Elkhart,Township Trustee,JAMES (JIM) WELDY,Republican,JEFFERSON,877
Clark,Township Trustee,JAMES ALLEN BOTTORFF,Republican,MONROE,358
Boone,Township Trustee,JAMES D. (JIM) BALDWIN,Republican,Worth,288
Allen,Township Trustee,James E McIntosh II,Republican,PERRY,1202
Decatur,Township Trustee,JAMES GEIS,Republican,FUGIT,326
Decatur,Township Trustee,JAMES L STUART,Republican,"GREENSBURG 1,GREENSBURG 2,GREENSBURG 3,GREENSBURG 4,GREENSBURG 5,GREENSBURG 6,GREENSBURG 7,GREENSBURG 8,WASHINGTON",818
Carroll,Township Trustee,Jamie Musall,Republican,ADAMS,54
Allen,Township Trustee,Jane Linker,Republican,MADISON,142
Adams,Township Trustee,JEANENE K NEUENSCHWANDER,Republican,WABASH TWP,824
Clinton,Township Trustee,Jeffrey C Sigler,Republican,WASHINGTON,171
Cass,Township Trustee,Jennifer M. Nies,Republican,Clay,435
Allen,Township Trustee,Jeremy Bush,Republican,ST JOE,1216
DeKalb,Township Trustee,Jerry D Staller,Republican,BUTLER,193
Dearborn,Township Trustee,Jerry R Caldwell,Republican,CLAY TOWNSHIPS,319
Dearborn,Township Trustee,Jim Maune ,Republican,JACKSON 1,151
Elkhart,Township Trustee,JIM WEEBER,Republican,CONCORD,1573
Daviess,Township Trustee,Joan Harker,Republican,REEVE,144
Boone,Township Trustee,JOEL MCWATERS,Republican,Center,207
Clark,Township Trustee,John  Durbin,Republican,UTICA,353
Bartholomew,Township Trustee,John A. McDonald,Republican,CLAY,347
Allen,Township Trustee,John D Henry,Republican,PLEASANT,212
Cass,Township Trustee,Joseph W. Pear,Republican,Miami,194
Daviess,Township Trustee,Joshua M. Dove,Republican,ELMORE,174
Daviess,Township Trustee,Karen McBride,Republican,STEELE,245
Elkhart,Township Trustee,KATHERINE A WEAVER,Republican,BAUGO,652
Carroll,Township Trustee,Kathy A. Justice,Republican,LIBERTY,78
Elkhart,Township Trustee,KATHY J GORDON,Republican,CLEVELAND,662
Dearborn,Township Trustee,Katrina L. McIntosh,Republican,SPARTA TOWNSHIPS,125
Elkhart,Township Trustee,KENNETH A MILLER,Republican,UNION,484
Adams,Township Trustee,KERRY L STEINER,Republican,HARTFORD TWP,119
Elkhart,Township Trustee,KERRY YAW,Republican,HARRISON,260
Clay,Township Trustee,Kevin Barrett,Republican,PERRY,92
Clinton,Township Trustee,Kevin Evans,Republican,CENTER,1451
Blackford,Township Trustee,Kim Twibell Batten,Republican,HARRISON,328
Daviess,Township Trustee,Kimberly A. Armes,Republican,HARRISON,174
Clinton,Township Trustee,Kortney Flickinger,Republican,FOREST,33
Crawford,Township Trustee,KYLE O WISEMAN,Republican,OHIO,89
Dubois,Township Trustee,LARRY G HALL,Republican,COLUMBIA TWP,72
Dearborn,Township Trustee,Laura N Ankenman,Republican,MANCHESTER TOWNSHIP,340
Benton,Township Trustee,LEONA "KATIE" BUTTS,Republican,HICKORY GROVE,18
Delaware,Township Trustee,LEONARD REESE,Republican,MONROE,297
Elkhart,Township Trustee,LINDA A HARTZELL,Republican,OLIVE,343
Delaware,Township Trustee,LISA GARRISON,Republican,WASHINGTON,134
Bartholomew,Township Trustee,Lisa Moore,Republican,FLATROCK,227
Elkhart,Township Trustee,LISA O'LENA,Republican,OSOLO,1907
Allen,Township Trustee,Lynn E Rorick,Republican,JEFFERSON,212
Crawford,Township Trustee,MAE B PARR,Republican,BOONE,24
Cass,Township Trustee,Marcia A. Harness,Republican,Tipton,351
Carroll,Township Trustee,Marcia Jura,Republican,TIPPECANOE,232
Cass,Township Trustee,Margaret Hubenthal,Republican,Bethlehem,159
Daviess,Township Trustee,Maria C. Killion,Republican,VEALE,320
DeKalb,Township Trustee,Mark  Jennings,Republican,TROY,37
Elkhart,Township Trustee,MARK A GRABILL,Republican,CONCORD,1291
Dubois,Township Trustee,MARK A KIEFFNER,Republican,BOONE TWP,82
Cass,Township Trustee,Mark Cotner,Republican,Jefferson,201
Cass,Township Trustee,Mark Strong,Republican,Eel,1275
Carroll,Township Trustee,Marla R Milazzo,Republican,CLAY,91
Allen,Township Trustee,Marty Dager,Republican,SCIPIO,42
Dubois,Township Trustee,MARVIN G EISENHUT,Republican,HARBISON TWP,144
DeKalb,Township Trustee,Mary Dangler,Republican,GRANT,285
Clay,Township Trustee,Mendy Litz,Republican,JACKSON,421
Allen,Township Trustee,Michael Meyers,Republican,ABOITE,2836
Adams,Township Trustee,MICHELE BARGER,Republican,KIRKLAND TWP,124
Daviess,Township Trustee,Michelle R. Guy,Republican,WASHINGTON,2441
Daviess,Township Trustee,Mike Burch,Republican,MADISON,479
Cass,Township Trustee,Mike Deitrich,Republican,Clinton,94
Dearborn,Township Trustee,Mike Merrill ,Republican,HOGAN TOWNSHIP,86
Boone,Township Trustee,MIKE MORGAN,Republican,Marion,145
Adams,Township Trustee,MONICA SCHAEFER,Republican,BLUE CREEK TWP,71
Dearborn,Township Trustee,Myrtle M White ,Republican,LOGAN TOWNSHIPS,428
Clinton,Township Trustee,Nick K Bales,Republican,MICHIGAN,300
Benton,Township Trustee,PAMELLA S MOLTER,Republican,YORK,18
Delaware,Township Trustee,PATRICIA (TRISH) CARROLL,Republican,SALEM,173
Dearborn,Township Trustee,Patricia Little,Republican,MILLER TOWNSHIPS,1006
Crawford,Township Trustee,PATRICIA P. RAMSEY,Republican,JENNINGS,134
Elkhart,Township Trustee,PEGGY HUNSBERGER,Republican,LOCKE,192
Brown,Township Trustee,Phil Stephens,Republican,HAMBLEN,494
Delaware,Township Trustee,R BOBBY ADAMS,Republican,PERRY,135
Crawford,Township Trustee,RALPH D SHERRON,Republican,LIBERTY,213
Delaware,Township Trustee,RALPH FLOWERS,Republican,HAMILTON,593
Boone,Township Trustee,RANDY LARGE,Republican,Center,998
Benton,Township Trustee,RENE ADWELL,Republican,PINE,29
Carroll,Township Trustee,Rita Millhouse,Republican,JEFFERSON,267
Bartholomew,Township Trustee,Rob Simpson,Republican,OHIO,242
Daviess,Township Trustee,Robert D. Showalter,Republican,BARR,558
Allen,Township Trustee,Robert E Arnold,Republican,WASHINGTON,1803
Clay,Township Trustee,Robert M (Mike) Fowler Jr,Republican,HARRISON,265
Bartholomew,Township Trustee,Ronald D. Hatton,Republican,HAWCREEK,373
Delaware,Township Trustee,RONI (RONNETTE J) WAITMAN,Republican,SALEM,160
Decatur,Township Trustee,RONNIE BRUNER,Republican,CLINTON,104
Elkhart,Township Trustee,RUTH A EASH,Republican,MIDDLEBURY,654
DeKalb,Township Trustee,Sandra (Sandy) M Harrison,Republican,FRANKLIN,112
Brown,Township Trustee,Sandra K Higgins,Republican,JACKSON,571
Bartholomew,Township Trustee,Sandy Bayles,Republican,SANDCREEK,210
Carroll,Township Trustee,Sarah E. Hanaway,Republican,MONROE,315
Allen,Township Trustee,Sarah Gnagy,Republican,ST JOE,2568
Dubois,Township Trustee,SCOTT A BLAZEY,Republican,MADISON TWP,261
Cass,Township Trustee,Scott Albaugh,Republican,Washington,229
Clinton,Township Trustee,Scott Kimmel,Republican,PERRY,177
Cass,Township Trustee,Scott M. Rudicel,Republican,Adams,155
Allen,Township Trustee,Selma Hough,Republican,EEL RIVER,384
DeKalb,Township Trustee,Sicily L Wappes,Republican,FAIRFIELD,177
Boone,Township Trustee,SOVILLA J MENNEN,Republican,Clinton,71
DeKalb,Township Trustee,Stacey L Crowl,Republican,CONCORD,147
Clark,Township Trustee,STEVE GILL,Republican,JEFFERSONVILLE,2060
Allen,Township Trustee,Steven Neal,Republican,LAKE,86
Allen,Township Trustee,Steven P Herman,Republican,CEDAR CREEK,977
Daviess,Township Trustee,Teresa K. Huff,Republican,VAN BUREN,69
Clay,Township Trustee,Terry L Castor,Republican,DICK JOHNSON,158
Elkhart,Township Trustee,TERRY T SNYDER,Republican,ELKHART,1391
Clay,Township Trustee,Thomas J (TJ) Sneddon,Republican,BRAZIL,566
Clark,Township Trustee,TODD WEBB,Republican,WASHINGTON,115
Clark,Township Trustee,TOM KENDRICK,Republican,CHARLESTOWN,769
Elkhart,Township Trustee,TOM LANTZ,Republican,JACKSON,395
Clinton,Township Trustee,Tom Marshall,Republican,JOHNSON,65
Elkhart,Township Trustee,TONI MILLER,Republican,CLINTON,262
Benton,Township Trustee,TRACY A LANG,Republican,GRANT,127
Allen,Township Trustee,Vicki L Thompson,Republican,MAUMEE,167
Brown,Township Trustee,Vicki Payne,Republican,VAN BUREN,230
Allen,Township Trustee,William E (Bill) Harris,Republican,SPRINGFIELD,158
Elkhart,Township Board Member,AARON K MISHLER,Democratic,OSOLO,497
Allen,Township Board Member,Abbie Fuelling,Democratic,PERRY,720
Allen,Township Board Member,Alan R Gilbert,Democratic,ABOITE,1237
Dubois,Township Board Member,ALBERT T DILGER,Democratic,FERDINAND TWP,158
Elkhart,Township Board Member,ALEC SANDERSON,Democratic,OSOLO,404
Clay,Township Board Member,Alyssa Papinchock Lovett,Democratic,BRAZIL,184
Elkhart,Township Board Member,ANDREW (ANDY) WILLIAMS,Democratic,CLEVELAND,312
Clark,Township Board Member,ANGELA  CORNETT,Democratic,CHARLESTOWN,391
Decatur,Township Board Member,ANN M STAGGE,Democratic,CLAY,23
Delaware,Township Board Member,ANNE MARIE COPELAND,Democratic,HAMILTON,324
Allen,Township Board Member,Anthony (Tony) Henry,Democratic,WAYNE,2904
Clay,Township Board Member,Ashlee Vitz,Democratic,VAN BUREN,94
Delaware,Township Board Member,ASHLEY WRIGHT,Democratic,MONROE,160
Allen,Township Board Member,Austin Barron,Democratic,LAKE,60
Blackford,Township Board Member,Betty Jo Armstrong,Democratic,JACKSON,26
Crawford,Township Board Member,BEVERLY  OXLEY,Democratic,PATOKA,83
Crawford,Township Board Member,BEVERLY ARCHIBALD,Democratic,STERLING,166
Bartholomew,Township Board Member,Bob Hyatt,Democratic,HARRISON,146
Clark,Township Board Member,BRANDY  BREWER,Democratic,JEFFERSONVILLE,1814
Clay,Township Board Member,Brandy Pierce,Democratic,BRAZIL,237
Allen,Township Board Member,Bruce Norman Stier,Democratic,WAYNE,2204
Clark,Township Board Member,BURLEY  ZELL,Democratic,JEFFERSONVILLE,724
Clinton,Township Board Member,C David Little,Democratic,UNION,18
Elkhart,Township Board Member,CHAD M CRABTREE,Democratic,CONCORD,942
Dubois,Township Board Member,CHARLENE L ATKINS,Democratic,JEFFERSON TWP,65
Clark,Township Board Member,CHARLES (CHUCK) ADAMS,Democratic,JEFFERSONVILLE,1688
Elkhart,Township Board Member,CHARLES D MUMAW,Democratic,ELKHART,1378
Crawford,Township Board Member,CHARLES T PARKS,Democratic,WHISKEY RUN,60
Delaware,Township Board Member,CHERYL WESLEY,Democratic,HARRISON,164
Delaware,Township Board Member,CHRIS MCCAMMON,Democratic,MONROE,105
Carroll,Township Board Member,Christopher J. Dyke,Democratic,WASHINGTON,13
Clinton,Township Board Member,Craig B Michael,Democratic,OWEN,17
Dubois,Township Board Member,DAN E OEDING,Democratic,JACKSON TWP,85
Crawford,Township Board Member,DANIEL D HOUSE,Democratic,LIBERTY,117
Crawford,Township Board Member,DANIEL HOUSE,Democratic,LIBERTY,0
Dearborn,Township Board Member,"Darry Hutcherson, Sr",Democratic,LAWRENCEBURG TOWNSHIPS,198
Crawford,Township Board Member,DARWIN GROVES,Democratic,UNION,29
Dearborn,Township Board Member,David A Todd,Democratic,MANCHESTER TOWNSHIP,41
Daviess,Township Board Member,David D. Neidigh,Democratic,ELMORE,9
Dubois,Township Board Member,DAVID J SPELLMEYER,Democratic,BAINBRIDGE TWP,534
Bartholomew,Township Board Member,David R. Skinner,Democratic,SANDCREEK,41
DeKalb,Township Board Member,David S Albright,Democratic,RICHLAND,25
Clay,Township Board Member,Dawn M Bemis,Democratic,VAN BUREN,93
Blackford,Township Board Member,Denise Hile,Democratic,JACKSON,21
Decatur,Township Board Member,DENNIS COX,Democratic,"SANDCREEK NORTH,SANDCREEK SOUTH,WESTPORT",50
Bartholomew,Township Board Member,Dennis Tibbetts,Democratic,WAYNE,72
Allen,Township Board Member,Denny Burden,Democratic,WASHINGTON,1030
Decatur,Township Board Member,DONALD T WILMER,Democratic,MARION,21
Clark,Township Board Member,DONNA S HURST,Democratic,WOOD,95
Clark,Township Board Member,Elysia M Fisher,Democratic,CHARLESTOWN,335
Clark,Township Board Member,ERIC  SCHNATTER,Democratic,BETHLEHEM,16
Dubois,Township Board Member,EUGENE BACHMAN,Democratic,MARION TWP,70
Bartholomew,Township Board Member,F. Norma Carson,Democratic,ROCKCREEK,59
Clark,Township Board Member,FARRAH  ALEXANDER,Democratic,SILVER CREEK,276
Dubois,Township Board Member,FRED LAMPERT,Democratic,HALL TWP,69
Bartholomew,Township Board Member,Georgia C. McCarty,Democratic,HAWCREEK,71
Dearborn,Township Board Member,Gerald Vornheder,Democratic,MANCHESTER TOWNSHIP,40
Clay,Township Board Member,Glen Brown,Democratic,POSEY,139
Blackford,Township Board Member,Gloria J. Mahan,Democratic,LICKING,212
Dubois,Township Board Member,GREGORY K WELP,Democratic,JACKSON TWP,100
Decatur,Township Board Member,GRETCHEN  STONE,Democratic,MARION,21
Clark,Township Board Member,JACKY  SNELLING,Democratic,UTICA,333
Blackford,Township Board Member,Jacob Holsten,Democratic,LICKING,228
Crawford,Township Board Member,JAMES "JIM" W ELLIOTT,Democratic,UNION,40
Dubois,Township Board Member,JAMES A SCHROEDER,Democratic,BAINBRIDGE TWP,569
Elkhart,Township Board Member,JAMES H (JAY) LITTLE,Democratic,CONCORD,834
Dubois,Township Board Member,JAMES K HASENOUR,Democratic,MARION TWP,61
Bartholomew,Township Board Member,James Mahoney,Democratic,GERMAN,92
Clinton,Township Board Member,James R Unger,Democratic,OWEN,16
Allen,Township Board Member,Jamie Teller,Democratic,PERRY,650
Allen,Township Board Member,Jan Palmer ,Democratic,MAUMEE,28
Clark,Township Board Member,JANA  MEYER,Democratic,SILVER CREEK,455
Crawford,Township Board Member,JANET L LEONARD,Democratic,PATOKA,84
Clark,Township Board Member,JANET M FLAUGH,Democratic,UNION,81
Carroll,Township Board Member,Janie Smith,Democratic,DEER CREEK,129
Clark,Township Board Member,JASON JOE SHEMANSKI,Democratic,WOOD,79
Clark,Township Board Member,JENNY HOSTETLER,Democratic,OREGON,56
Dearborn,Township Board Member,Jerald L. Grace ,Democratic,CAESAR CREEK TOWNSHIP,8
Crawford,Township Board Member,JERRY W BROWN Jr.,Democratic,WHISKEY RUN,91
Allen,Township Board Member,Jessica Hannie,Democratic,ST JOE,1688
Dearborn,Township Board Member,Jill W. Pruss ,Democratic,CAESAR CREEK TOWNSHIP,10
Decatur,Township Board Member,JIM J KOORS,Democratic,MARION,19
Bartholomew,Township Board Member,Joe Hoene,Democratic,JACKSON,18
Clark,Township Board Member,JOE HUBBARD,Democratic,UNION,80
Dearborn,Township Board Member,John Johnson,Democratic,LAWRENCEBURG TOWNSHIPS,201
Clinton,Township Board Member,John T Meyer,Democratic,MADISON,54
Clinton,Township Board Member,John W Grice,Democratic,KIRKLIN,18
Carroll,Township Board Member,Joseph Mylet,Democratic,WASHINGTON,12
Elkhart,Township Board Member,JOSEPH R FEATHERS Jr.,Democratic,CONCORD,762
Allen,Township Board Member,Justin Preston Heflin,Democratic,PERRY,372
Clay,Township Board Member,Karen E Stearley,Democratic,SUGAR RIDGE,24
Bartholomew,Township Board Member,Kari G. Tyree,Democratic,GERMAN,72
Clark,Township Board Member,KELLY  ZULLO,Democratic,UTICA,213
Dubois,Township Board Member,KENNETH L HULSMAN,Democratic,BAINBRIDGE TWP,580
Brown,Township Board Member,Kevin G. Fleming,Democratic,VAN BUREN,88
Bartholomew,Township Board Member,Kim A. Miller,Democratic,HAWCREEK,73
Elkhart,Township Board Member,LARITA K ROBINSON,Democratic,OSOLO,528
Clark,Township Board Member,LARRY  HARBIN,Democratic,OWEN,33
Dubois,Township Board Member,LARRY J FERGUSON,Democratic,PATOKA TWP,113
Crawford,Township Board Member,LEANN BERTRAM,Democratic,STERLING,112
Dubois,Township Board Member,LEE A BILDERBACK,Democratic,CASS TWP,50
Dearborn,Township Board Member,Leo Martini,Democratic,YORK TOWNSHIP,31
Delaware,Township Board Member,LESIA MEER,Democratic,CENTER,2622
Clinton,Township Board Member,Lewis B Flohr III,Democratic,OWEN,14
Clinton,Township Board Member,Linda Harris,Democratic,KIRKLIN,23
DeKalb,Township Board Member,Lisa G Gerardot,Democratic,FRANKLIN,13
Dubois,Township Board Member,LISA M STRIEGEL,Democratic,JEFFERSON TWP,72
Dubois,Township Board Member,LISA MATTHEWS,Democratic,CASS TWP,50
Crawford,Township Board Member,LISA NEWKIRK RIDDELL,Democratic,STERLING,156
Clark,Township Board Member,LOGAN M JOHNSON,Democratic,CHARLESTOWN,329
Clay,Township Board Member,Loren B Holdaway,Democratic,LEWIS,51
Allen,Township Board Member,Loren R Grabner,Democratic,MONROE,55
Allen,Township Board Member,Lori Black,Democratic,ST JOE,1760
Dearborn,Township Board Member,Marilyn Bower ,Democratic,KELSO TOWNSHIPS,39
Clinton,Township Board Member,Mark A Newhart,Democratic,WASHINGTON,14
Daviess,Township Board Member,Mary Ann Kensek,Democratic,STEELE,3
Crawford,Township Board Member,MARY K MCLAIN,Democratic,PATOKA,97
DeKalb,Township Board Member,MaryLou Hartman-Crowell,Democratic,FAIRFIELD,36
Blackford,Township Board Member,Michael Maddox,Democratic,HARRISON,88
Brown,Township Board Member,Michael O'Connor,Democratic,VAN BUREN,89
Dubois,Township Board Member,MICHAEL R LINDAUER,Democratic,FERDINAND TWP,144
Adams,Township Board Member,MIKE BUSSE,Democratic,KIRKLAND TWP,17
Delaware,Township Board Member,MIKE MILLER,Democratic,CENTER,2377
Elkhart,Township Board Member,MINDA CLEMENS,Democratic,ELKHART,1324
Adams,Township Board Member,NORMAN L GLASS,Democratic,FRENCH TWP,16
Elkhart,Township Board Member,OXANA WERBIANSKY,Democratic,CONCORD,907
Dubois,Township Board Member,PAT D LICHLYTER,Democratic,MADISON TWP,104
Clark,Township Board Member,PATRICIA  STRICKER,Democratic,OREGON,61
Allen,Township Board Member,Patricia (Pat) Turner,Democratic,WAYNE,3546
Dearborn,Township Board Member,Patrick Davies ,Democratic,CAESAR CREEK TOWNSHIP,6
Bartholomew,Township Board Member,Paul A. Newkirk,Democratic,JACKSON,17
Daviess,Township Board Member,Paul V. Steiner,Democratic,BARR,42
Clark,Township Board Member,PHIL ELLIS,Democratic,JEFFERSONVILLE,1789
Delaware,Township Board Member,PHYLLIS A LUTTON,Democratic,WASHINGTON,119
Clark,Township Board Member,R. KELLY HOSTETLER,Democratic,WASHINGTON,60
Dubois,Township Board Member,RANDY LUEKEN,Democratic,MARION TWP,67
Allen,Township Board Member,Rebecca S Miller,Democratic,ST JOE,1547
