County,Office,Candidate,Party,District,Votes
Boone,US Representative,Darin Patrick Griesey,Democratic,4,42
Clinton,US Representative,Darin Patrick Griesey,Democratic,4,30
Carroll,US Representative,Darin Patrick Griesey,Democratic,4,52
Cass,US Representative,Darin Patrick Griesey,Democratic,4,93
Benton,US Representative,Darin Patrick Griesey,Democratic,4,9
Blackford,US Representative,Dee Thornton,Democratic,5,97
Boone,US Representative,Dee Thornton,Democratic,5,507
Boone,US Representative,Dion Douglas,Democratic,5,94
Blackford,US Representative,Dion Douglas,Democratic,5,40
Elkhart,US Representative,Douglas Carpenter,Democratic,2,280
Blackford,US Representative,Eshel Faraggi,Democratic,5,20
Boone,US Representative,Eshel Faraggi,Democratic,5,84
Dearborn,US Representative,George T. Holland,Democratic,6,68
Bartholomew,US Representative,George T. Holland,Democratic,6,428
Decatur,US Representative,George T. Holland,Democratic,6,50
Delaware,US Representative,George T. Holland,Democratic,6,666
Dearborn,US Representative,Jeannine Lee Lake,Democratic,6,242
Bartholomew,US Representative,Jeannine Lee Lake,Democratic,6,1028
Decatur,US Representative,Jeannine Lee Lake,Democratic,6,138
Delaware,US Representative,Jeannine Lee Lake,Democratic,6,3519
Dearborn,US Representative,Jim Pruett,Democratic,6,143
Bartholomew,US Representative,Jim Pruett,Democratic,6,642
Decatur,US Representative,Jim Pruett,Democratic,6,250
Delaware,US Representative,Jim Pruett,Democratic,6,1037
Adams,US Representative,John F. Roberson,Democratic,3,103
Blackford,US Representative,John F. Roberson,Democratic,3,15
DeKalb,US Representative,John F. Roberson,Democratic,3,86
Allen,US Representative,John F. Roberson,Democratic,3,1172
Elkhart,US Representative,John H. Petroff,Democratic,2,62
Benton,US Representative,Joseph W. Mackey,Democratic,4,19
Boone,US Representative,Joseph W. Mackey,Democratic,4,73
Cass,US Representative,Joseph W. Mackey,Democratic,4,168
Carroll,US Representative,Joseph W. Mackey,Democratic,4,63
Clinton,US Representative,Joseph W. Mackey,Democratic,4,132
Elkhart,US Representative,Joshi Yatish,Democratic,2,1784
Dearborn,US Representative,Joshua Williamson,Democratic,6,49
Delaware,US Representative,Joshua Williamson,Democratic,6,526
Decatur,US Representative,Joshua Williamson,Democratic,6,37
Bartholomew,US Representative,Joshua Williamson,Democratic,6,132
Dearborn,US Representative,K. (Jasen) Lave,Democratic,6,15
Decatur,US Representative,K. (Jasen) Lave,Democratic,6,7
Delaware,US Representative,K. (Jasen) Lave,Democratic,6,123
Bartholomew,US Representative,K. (Jasen) Lave,Democratic,6,57
Blackford,US Representative,Kyle Moore,Democratic,5,115
Boone,US Representative,Kyle Moore,Democratic,5,214
Decatur,US Representative,Lane Siekman,Democratic,6,30
Delaware,US Representative,Lane Siekman,Democratic,6,577
Bartholomew,US Representative,Lane Siekman,Democratic,6,391
Dearborn,US Representative,Lane Siekman,Democratic,6,423
Crawford,US Representative,Liz Watson,Democratic,9,506
Clark,US Representative,Liz Watson,Democratic,9,4071
Brown,US Representative,Liz Watson,Democratic,9,916
Elkhart,US Representative,Mel Hall,Democratic,2,2150
Elkhart,US Representative,Pat Hackett,Democratic,2,1892
Brown,US Representative,Rob Chatlos,Democratic,9,27
Clark,US Representative,Rob Chatlos,Democratic,9,237
Crawford,US Representative,Rob Chatlos,Democratic,9,29
Boone,US Representative,Roger D. Day,Democratic,4,80
Clinton,US Representative,Roger D. Day,Democratic,4,73
Carroll,US Representative,Roger D. Day,Democratic,4,71
Benton,US Representative,Roger D. Day,Democratic,4,23
Cass,US Representative,Roger D. Day,Democratic,4,204
Elkhart,US Representative,Roland E. Leech,Democratic,2,69
Benton,US Representative,Roland Ellis,Democratic,4,15
Carroll,US Representative,Roland Ellis,Democratic,4,40
Clinton,US Representative,Roland Ellis,Democratic,4,29
Boone,US Representative,Roland Ellis,Democratic,4,42
Cass,US Representative,Roland Ellis,Democratic,4,82
Boone,US Representative,Sean Dugdale,Democratic,5,53
Blackford,US Representative,Sean Dugdale,Democratic,5,23
Boone,US Representative,Tobi Beck,Democratic,4,189
Cass,US Representative,Tobi Beck,Democratic,4,307
Carroll,US Representative,Tobi Beck,Democratic,4,143
Benton,US Representative,Tobi Beck,Democratic,4,43
Clinton,US Representative,Tobi Beck,Democratic,4,162
Allen,US Representative,Tommy A. Schrader,Democratic,3,1079
Blackford,US Representative,Tommy A. Schrader,Democratic,3,39
Adams,US Representative,Tommy A. Schrader,Democratic,3,131
DeKalb,US Representative,Tommy A. Schrader,Democratic,3,123
Carroll,US Representative,Veronikka M Ziol,Democratic,4,81
Clinton,US Representative,Veronikka M Ziol,Democratic,4,92
Benton,US Representative,Veronikka M Ziol,Democratic,4,26
Boone,US Representative,Veronikka M Ziol,Democratic,4,128
Cass,US Representative,Veronikka M Ziol,Democratic,4,145
Clay,US Representative,William Tanoos,Democratic,8,913
Crawford,US Representative,William Tanoos,Democratic,8,50
Daviess,US Representative,William Tanoos,Democratic,8,267
Dubois,US Representative,William Tanoos,Democratic,8,1229
Boone,US Representative,Diego Morales,Republican,4,447
Clinton,US Representative,Diego Morales,Republican,4,650
Benton,US Representative,Diego Morales,Republican,4,274
Cass,US Representative,Diego Morales,Republican,4,582
Carroll,US Representative,Diego Morales,Republican,4,407
Bartholomew,US Representative,Greg Pence,Republican,6,6704
Decatur,US Representative,Greg Pence,Republican,6,3121
Delaware,US Representative,Greg Pence,Republican,6,3722
Dearborn,US Representative,Greg Pence,Republican,6,3094
Elkhart,US Representative,Jackie Walorski,Republican,2,13666
Brown,US Representative,James Dean Alspach,Republican,9,564
Clark,US Representative,James Dean Alspach,Republican,9,1076
Crawford,US Representative,James Dean Alspach,Republican,9,222
Carroll,US Representative,James Nease,Republican,4,54
Benton,US Representative,James Nease,Republican,4,25
Cass,US Representative,James Nease,Republican,4,107
Boone,US Representative,James Nease,Republican,4,212
Clinton,US Representative,James Nease,Republican,4,223
Clinton,US Representative,Jared Guy Thomas,Republican,4,329
Benton,US Representative,Jared Guy Thomas,Republican,4,67
Boone,US Representative,Jared Guy Thomas,Republican,4,365
Carroll,US Representative,Jared Guy Thomas,Republican,4,265
Cass,US Representative,Jared Guy Thomas,Republican,4,390
Bartholomew,US Representative,Jeff Smith,Republican,6,273
Dearborn,US Representative,Jeff Smith,Republican,6,183
Decatur,US Representative,Jeff Smith,Republican,6,107
Delaware,US Representative,Jeff Smith,Republican,6,111
Benton,US Representative,Jim Baird,Republican,4,303
Cass,US Representative,Jim Baird,Republican,4,1338
Boone,US Representative,Jim Baird,Republican,4,1827
Carroll,US Representative,Jim Baird,Republican,4,714
Clinton,US Representative,Jim Baird,Republican,4,1558
Allen,US Representative,Jim Banks,Republican,3,20436
Blackford,US Representative,Jim Banks,Republican,3,351
DeKalb,US Representative,Jim Banks,Republican,3,4025
Adams,US Representative,Jim Banks,Republican,3,3307
Decatur,US Representative,Jonathan M. Lamb,Republican,6,619
Delaware,US Representative,Jonathan M. Lamb,Republican,6,2635
Dearborn,US Representative,Jonathan M. Lamb,Republican,6,1357
Bartholomew,US Representative,Jonathan M. Lamb,Republican,6,1546
Benton,US Representative,Kevin J. Grant,Republican,4,55
Cass,US Representative,Kevin J. Grant,Republican,4,212
Clinton,US Representative,Kevin J. Grant,Republican,4,167
Boone,US Representative,Kevin J. Grant,Republican,4,156
Carroll,US Representative,Kevin J. Grant,Republican,4,106
Dubois,US Representative,Larry D. Bucshon,Republican,8,1890
Clay,US Representative,Larry D. Bucshon,Republican,8,1834
Crawford,US Representative,Larry D. Bucshon,Republican,8,83
Daviess,US Representative,Larry D. Bucshon,Republican,8,3054
Elkhart,US Representative,Mark Summe,Republican,2,2933
Dearborn,US Representative,Mike Campbell,Republican,6,278
Delaware,US Representative,Mike Campbell,Republican,6,217
Bartholomew,US Representative,Mike Campbell,Republican,6,284
Decatur,US Representative,Mike Campbell,Republican,6,118
Clay,US Representative,Rachel Covington,Republican,8,345
Crawford,US Representative,Rachel Covington,Republican,8,33
Daviess,US Representative,Rachel Covington,Republican,8,520
Dubois,US Representative,Rachel Covington,Republican,8,390
Daviess,US Representative,Richard Moss,Republican,8,1826
Dubois,US Representative,Richard Moss,Republican,8,1508
Clay,US Representative,Richard Moss,Republican,8,739
Crawford,US Representative,Richard Moss,Republican,8,59
Decatur,US Representative,Stephen M. MacKenzie,Republican,6,117
Delaware,US Representative,Stephen M. MacKenzie,Republican,6,139
Bartholomew,US Representative,Stephen M. MacKenzie,Republican,6,259
Dearborn,US Representative,Stephen M. MacKenzie,Republican,6,267
Benton,US Representative,Steve Braun,Republican,4,236
Cass,US Representative,Steve Braun,Republican,4,1874
Boone,US Representative,Steve Braun,Republican,4,1348
Clinton,US Representative,Steve Braun,Republican,4,1312
Carroll,US Representative,Steve Braun,Republican,4,892
Blackford,US Representative,Susan W. Brooks,Republican,5,1097
Boone,US Representative,Susan W. Brooks,Republican,5,3228
Carroll,US Representative,Tim Radice,Republican,4,39
Cass,US Representative,Tim Radice,Republican,4,91
Boone,US Representative,Tim Radice,Republican,4,52
Clinton,US Representative,Tim Radice,Republican,4,49
Benton,US Representative,Tim Radice,Republican,4,15
Crawford,US Representative,Trey Hollingsworth,Republican,9,981
Brown,US Representative,Trey Hollingsworth,Republican,9,1677
Clark,US Representative,Trey Hollingsworth,Republican,9,5495
Clark,State Senator,Anna Murray,Democratic,46,2778
Clay,State Senator,Chris Gambill,Democratic,38,607
Clinton,State Senator,Christina Fivecoate,Democratic,21,19
Delaware,State Senator,Dave Cravens,Democratic,26,861
Delaware,State Senator,Dave Ring,Democratic,26,1005
Clay,State Senator,"David Allan Fuchs, II",Democratic,38,57
Elkhart,State Senator,Ed Liptrap,Democratic,11,1461
Boone,State Senator,J.D. Ford,Democratic,29,597
Dearborn,State Senator,Jerome (Jake) Hoog,Democratic,27,138
Clark,State Senator,John Perkins,Democratic,45,2425
Allen,State Senator,Kathy Zoucha,Democratic,15,4489
Clay,State Senator,Maria David,Democratic,38,148
Crawford,State Senator,Nicholas A. (Nick) Siler,Democratic,47,602
Dubois,State Senator,Nicholas A. (Nick) Siler,Democratic,47,485
Bartholomew,State Senator,Ross Thomas,Democratic,41,1534
Benton,State Senator,Ryan Farrar,Democratic,06,112
Delaware,State Senator,Tamie Dixon-Tatum,Democratic,25,1689
Delaware,State Senator,Tim Lanane,Democratic,25,3203
Clark,State Senator,Chris Garten,Republican,45,2941
Bartholomew,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,1320
Dearborn,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,3580
Decatur,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,3310
Boone,State Senator,Corrie Meyer,Republican,29,1123
DeKalb,State Senator,Dennis K. Kruse,Republican,14,3043
Allen,State Senator,Dennis K. Kruse,Republican,14,6415
Allen,State Senator,Elizabeth "Liz" Brown,Republican,15,6932
Blackford,State Senator,Eric Orr,Republican,19,339
Adams,State Senator,Eric Orr,Republican,19,1072
Daviess,State Senator,Eric S. Bassler,Republican,39,4765
Clay,State Senator,Eric S. Bassler,Republican,39,687
Crawford,State Senator,Erin Houchin,Republican,47,1172
Dubois,State Senator,Erin Houchin,Republican,47,828
Bartholomew,State Senator,Greg Walker,Republican,41,4208
Clinton,State Senator,James R. Buck,Republican,21,249
Dearborn,State Senator,Jeff Raatz,Republican,27,1033
Elkhart,State Senator,Joe Zakas,Republican,11,1270
Clay,State Senator,Jon Ford,Republican,38,1949
Elkhart,State Senator,Linda Rogers,Republican,11,2645
Dubois,State Senator,Mark Messmer,Republican,48,2740
Boone,State Senator,Mike Delph,Republican,29,1198
Delaware,State Senator,Mike Gaskill,Republican,26,1637
Boone,State Senator,Philip L. (Phil) Boots,Republican,23,3692
Benton,State Senator,Rick Niemeyer,Republican,06,790
Clark,State Senator,Ron Grooms,Republican,46,2123
Delaware,State Senator,Steffanie Owens,Republican,26,1341
Adams,State Senator,Travis Holdman,Republican,19,2809
Blackford,State Senator,Travis Holdman,Republican,19,1292
Delaware,State Senator,Zaki Ali,Republican,25,2488
Delaware,State Representative,Amie Neiling,Democratic,32,101
Daviess,State Representative,Amy Swain,Democratic,62,31
Allen,State Representative,Christopher J. Rex,Democratic,85,1528
Allen,State Representative,Curtis Nash,Democratic,84,2259
Bartholomew,State Representative,Dale Nowlin,Democratic,59,1541
Daviess,State Representative,Dennis Tedrow,Democratic,63,77
Dubois,State Representative,Dennis Tedrow,Democratic,63,306
Clay,State Representative,E. Thomasina Marsili,Democratic,46,181
Clay,State Representative,Evelyn Brown,Democratic,42,551
Boone,State Representative,Harlan Vondersaar,Democratic,28,80
Brown,State Representative,Jared Stancombe,Democratic,65,1008
Clark,State Representative,Jason Schlatter,Democratic,71,1264
Daviess,State Representative,Jim Exline,Democratic,45,3
Allen,State Representative,Jorge Fernandez,Democratic,50,755
Daviess,State Representative,Joseph "Joe" Lannan,Democratic,63,219
Dubois,State Representative,Joseph "Joe" Lannan,Democratic,63,704
Carroll,State Representative,Justin P Notoras,Democratic,25,134
Cass,State Representative,Justin P Notoras,Democratic,25,39
Clinton,State Representative,Justin P Notoras,Democratic,25,66
Clay,State Representative,Kimberly Anne Fidler,Democratic,44,211
Allen,State Representative,Kyle R. Miller,Democratic,81,2141
Crawford,State Representative,Larry K. Kleeman,Democratic,74,634
Dubois,State Representative,Larry K. Kleeman,Democratic,74,522
Allen,State Representative,Linda Brooks,Democratic,80,1110
Benton,State Representative,Loretta Barnes,Democratic,13,122
Blackford,State Representative,Lynn Johnson,Democratic,31,400
Delaware,State Representative,Lynn Johnson,Democratic,31,288
Allen,State Representative,Martha Lemert,Democratic,52,615
DeKalb,State Representative,Martha Lemert,Democratic,52,665
Bartholomew,State Representative,Mary Kohen,Democratic,59,953
Dearborn,State Representative,Matt Gaustad,Democratic,68,689
Carroll,State Representative,Maurice Oakel Fuller,Democratic,25,153
Clinton,State Representative,Maurice Oakel Fuller,Democratic,25,49
Cass,State Representative,Maurice Oakel Fuller,Democratic,25,65
Delaware,State Representative,Melanie M. Wright,Democratic,35,1484
Allen,State Representative,Mike Wilber,Democratic,82,121
Elkhart,State Representative,Mike Wilber,Democratic,82,16
Boone,State Representative,Naomi S. Bechtold,Democratic,24,955
Allen,State Representative,Phil GiaQuinta,Democratic,80,2120
Clark,State Representative,Rita A. Fleming,Democratic,71,3007
Clark,State Representative,Sarah Stivers,Democratic,70,787
Blackford,State Representative,Shon Byrum,Democratic,33,1
Delaware,State Representative,Shon Byrum,Democratic,33,860
Bartholomew,State Representative,Steve Schoettmer,Democratic,69,38
Delaware,State Representative,Sue Errington,Democratic,34,3408
Cass,State Representative,Terry Doran,Democratic,23,751
Clark,State Representative,Terry Goodin,Democratic,66,922
Carroll,State Representative,Thomas (Tom) Hedde,Democratic,38,165
Cass,State Representative,Thomas (Tom) Hedde,Democratic,38,152
Clinton,State Representative,Thomas (Tom) Hedde,Democratic,38,357
Clay,State Representative,Alan Morrison,Republican,42,1241
Bartholomew,State Representative,Allen K. Smith II,Republican,59,1190
Delaware,State Representative,Anthony J. ("Tony") Cook,Republican,32,142
Clay,State Representative,Beau Baird,Republican,44,528
DeKalb,State Representative,Ben Smaltz,Republican,52,3213
Allen,State Representative,Ben Smaltz,Republican,52,1509
Delaware,State Representative,Ben W. Fisher,Republican,35,2072
Bartholomew,State Representative,Benjamin C. Chastain,Republican,59,126
Clay,State Representative,Bob Heaton,Republican,46,688
Allen,State Representative,Bob Morris,Republican,84,4658
Daviess,State Representative,Bruce Borders,Republican,45,238
Clark,State Representative,Buford L. Dewitt,Republican,73,120
Bartholomew,State Representative,Charles Johnson,Republican,69,13
Brown,State Representative,Chris D. May,Republican,65,1844
Allen,State Representative,Christopher N. Judy,Republican,83,2871
Elkhart,State Representative,Christy Stutzman,Republican,49,3543
Decatur,State Representative,Cindy Meyer Ziemke,Republican,55,1752
Elkhart,State Representative,Curt Nisly,Republican,22,1207
Allen,State Representative,Daniel J. (Dan) Leonard,Republican,50,1038
Allen,State Representative,Dave Heine,Republican,85,4246
Allen,State Representative,David H. Abbott,Republican,82,527
Elkhart,State Representative,David H. Abbott,Republican,82,290
Carroll,State Representative,Donald J. Lehe,Republican,25,1386
Clinton,State Representative,Donald J. Lehe,Republican,25,675
Cass,State Representative,Donald J. Lehe,Republican,25,838
Boone,State Representative,Donna Schaibley,Republican,24,3174
Elkhart,State Representative,Doug Miller,Republican,48,4169
Cass,State Representative,Ethan Manning,Republican,23,2397
Carroll,State Representative,Heath R. VanNatter,Republican,38,1029
Clinton,State Representative,Heath R. VanNatter,Republican,38,2840
Cass,State Representative,Heath R. VanNatter,Republican,38,731
Daviess,State Representative,Jeff Ellington,Republican,62,536
Boone,State Representative,Jeffrey A. Thompson,Republican,28,297
Blackford,State Representative,Jenae Horn Blasdel,Republican,33,0
Delaware,State Representative,Jenae Horn Blasdel,Republican,33,393
Clay,State Representative,Jess L. Norton,Republican,44,192
Bartholomew,State Representative,Jim Lucas,Republican,69,88
Bartholomew,State Representative,JoAnne Flohr,Republican,59,1836
Clark,State Representative,"Joe Van Wye, Sr.",Republican,66,170
Blackford,State Representative,John (J.D.) Prescott,Republican,33,4
Delaware,State Representative,John (J.D.) Prescott,Republican,33,945
Bartholomew,State Representative,John D. Counceller,Republican,59,463
Clark,State Representative,Karen Engleman,Republican,70,949
Delaware,State Representative,Kevin A. Mahan,Republican,31,480
Blackford,State Representative,Kevin A. Mahan,Republican,31,1462
Elkhart,State Representative,Kevin Gipson,Republican,49,2768
Clark,State Representative,Kevin R Burke,Republican,71,1418
Elkhart,State Representative,Kimberly Cates,Republican,22,293
Bartholomew,State Representative,Lew Wilson,Republican,59,1085
Bartholomew,State Representative,Luke Campbell,Republican,57,492
Decatur,State Representative,Mark Bacon,Republican,55,1164
Allen,State Representative,Martin Carbaugh,Republican,81,2813
Clark,State Representative,Matt Owen,Republican,71,2036
Adams,State Representative,Matthew S. Lehman,Republican,79,3559
Allen,State Representative,Matthew S. Lehman,Republican,79,690
Clark,State Representative,Mike Bowling,Republican,66,1126
Bartholomew,State Representative,Nancy L. Franke,Republican,69,53
Decatur,State Representative,Randy Frye,Republican,67,1005
Dearborn,State Representative,Randy Frye,Republican,67,917
Dearborn,State Representative,Randy Lyness,Republican,68,3638
Bartholomew,State Representative,Ryan Lauer,Republican,59,2683
Bartholomew,State Representative,Sean R. Eberhart,Republican,57,911
Daviess,State Representative,Shane M. Lindauer,Republican,63,3676
Dubois,State Representative,Shane M. Lindauer,Republican,63,2514
Benton,State Representative,Sharon Negele,Republican,13,869
Crawford,State Representative,Stephen R. Bartels,Republican,74,1057
Dubois,State Representative,Stephen R. Bartels,Republican,74,905
Clark,State Representative,Steve Davisson,Republican,73,299
Boone,State Representative,Tim Brown,Republican,41,3269
Elkhart,State Representative,Timothy Wesco,Republican,21,2849
DeKalb,State Representative,William Carlin,Republican,52,1668
Allen,State Representative,William Carlin,Republican,52,708
Brown,"Judge, Circuit Court",Greg Bowes,Democratic,Brown,435
Clay,"Judge, Circuit Court",Joseph Dom Trout,Democratic,Clay,952
Delaware,"Judge, Circuit Court",Kimberly S. Dowling,Democratic,Delaware,5932
Brown,"Judge, Circuit Court",Kristopher Kritzer,Democratic,Brown,645
Clark,"Judge, Circuit Court",Vicki Carmichael,Democratic,Clark,6009
Carroll,"Judge, Circuit Court",Benjamin A. Diener,Republican,Carroll,2418
Clinton,"Judge, Circuit Court",Bradley K. Mohler,Republican,Clinton,3961
Blackford,"Judge, Circuit Court",Brian Bade,Republican,Blackford,846
Adams,"Judge, Circuit Court",Chad E. Kukelhan,Republican,Adams,3578
Clark,"Judge, Circuit Court",Dan Moore,Republican,Clark,4927
Brown,"Judge, Circuit Court",Jacob (Jake) Moore,Republican,Brown,366
Blackford,"Judge, Circuit Court",Joelle A. Freiburger,Republican,Blackford,479
Boone,"Judge, Circuit Court",Lori Schein,Republican,Boone,3478
Brown,"Judge, Circuit Court",Mary Wertz,Republican,Brown,1106
Blackford,"Judge, Circuit Court",Nick Barry,Republican,Blackford,474
Cass,"Judge, Circuit Court",Sheryl M. Pherson,Republican,Cass,2398
Cass,"Judge, Circuit Court",Stephen Roger Kitts II,Republican,Cass,2466
Boone,"Judge, Circuit Court",Tamie Jo Morog,Republican,Boone,1491
Decatur,"Judge, Circuit Court",Timothy B. Day,Republican,Decatur,3367
Boone,"Judge, Circuit Court",Todd J. Meyer,Republican,Boone,3437
Brown,"Judge, Circuit Court",Tracey Yeager Stogsdill,Republican,Brown,887
