County,Office,Candidate,Party,District,Votes
Adams,United States Representative,Melina (Mel) Fox,Democratic,District 6,1887
Allen,United States Representative,Melina (Mel) Fox,Democratic,District 6,209
Dearborn,United States Representative,Melina (Mel) Fox,Democratic,District 6,90
Bartholomew,United States Representative,Melina (Mel) Fox,Democratic,District 6,1184
Blackford,United States Representative,Melina (Mel) Fox,Democratic,District 6,736
Decatur,United States Representative,Melina (Mel) Fox,Democratic,District 6,327
Delaware,United States Representative,Melina (Mel) Fox,Democratic,District 6,9496
Allen,United States Representative,Mike Pence,Republican,District 6,893
Dearborn,United States Representative,Mike Pence,Republican,District 6,645
Bartholomew,United States Representative,Mike Pence,Republican,District 6,3807
Blackford,United States Representative,Mike Pence,Republican,District 6,760
Decatur,United States Representative,Mike Pence,Republican,District 6,2242
Delaware,United States Representative,Mike Pence,Republican,District 6,7397
Adams,United States Representative,Mike Pence,Republican,District 6,2157
Clay,United States Representative,Bryan Hartke,Democratic,District 8,1447
Daviess,United States Representative,Bryan Hartke,Democratic,District 8,717
Daviess,United States Representative,Michael Graf,Democratic,District 8,272
Clay,United States Representative,Michael Graf,Democratic,District 8,625
Clay,United States Representative,John N. Hostettler,Republican,District 8,2201
Daviess,United States Representative,John N. Hostettler,Republican,District 8,2321
Dearborn,United States Representative,Baron P. Hill,Democratic,District 9,898
Crawford,United States Representative,Baron P. Hill,Democratic,District 9,1883
Clark,United States Representative,Baron P. Hill,Democratic,District 9,6392
Bartholomew,United States Representative,Baron P. Hill,Democratic,District 9,1291
Brown,United States Representative,Baron P. Hill,Democratic,District 9,1314
Dubois,United States Representative,Baron P. Hill,Democratic,District 9,2489
Brown,United States Representative,Chris Redmon,Republican,District 9,583
Dubois,United States Representative,Chris Redmon,Republican,District 9,253
Dearborn,United States Representative,Chris Redmon,Republican,District 9,597
Crawford,United States Representative,Chris Redmon,Republican,District 9,86
Bartholomew,United States Representative,Chris Redmon,Republican,District 9,873
Clark,United States Representative,Chris Redmon,Republican,District 9,225
Bartholomew,United States Representative,David Fowler,Republican,District 9,301
Clark,United States Representative,David Fowler,Republican,District 9,92
Crawford,United States Representative,David Fowler,Republican,District 9,75
Dearborn,United States Representative,David Fowler,Republican,District 9,320
Brown,United States Representative,David Fowler,Republican,District 9,154
Dubois,United States Representative,David Fowler,Republican,District 9,56
Bartholomew,United States Representative,Jeff Ellington,Republican,District 9,490
Clark,United States Representative,Jeff Ellington,Republican,District 9,134
Crawford,United States Representative,Jeff Ellington,Republican,District 9,40
Dubois,United States Representative,Jeff Ellington,Republican,District 9,218
Brown,United States Representative,Jeff Ellington,Republican,District 9,339
Dearborn,United States Representative,Jeff Ellington,Republican,District 9,379
Bartholomew,United States Representative,Mike Sodrel,Republican,District 9,966
Clark,United States Representative,Mike Sodrel,Republican,District 9,1646
Dearborn,United States Representative,Mike Sodrel,Republican,District 9,702
Brown,United States Representative,Mike Sodrel,Republican,District 9,524
Dubois,United States Representative,Mike Sodrel,Republican,District 9,295
Crawford,United States Representative,Mike Sodrel,Republican,District 9,242
Benton,State Senator,Sue  Landske,Republican,District 6,637
Elkhart,State Senator,Joe Zakas,Republican,District 11,3744
Allen,State Senator,Charles Bud Meeks,Republican,District 14,8383
DeKalb,State Senator,Charles Bud Meeks,Republican,District 14,5030
Allen,State Senator,David Christopher Roach,Democratic,District 15,546
Allen,State Senator,Melvin Billingsley,Democratic,District 15,1448
Allen,State Senator,Thomas J. Wyss,Republican,District 15,10494
Allen,State Senator,Gary Dillon,Republican,District 17,444
Allen,State Senator,David C. Ford,Republican,District 19,569
Blackford,State Senator,David C. Ford,Republican,District 19,872
Adams,State Senator,David C. Ford,Republican,District 19,1722
Boone,State Senator,Jeff Drozda,Republican,District 21,1609
Boone,State Senator,Steven R. Johnson,Republican,District 21,1219
Boone,State Senator,Joseph W. Harrison,Republican,District 23,3423
Clinton,State Senator,Joseph W. Harrison,Republican,District 23,2120
Delaware,State Senator,"Allie V. Craycraft, Jr.",Democratic,District 26,9602
Delaware,State Senator,Leon Dixon,Democratic,District 26,2243
Delaware,State Senator,Andrew S. Phipps,Republican,District 26,6017
Daviess,State Senator,Phil Croft,Democratic,District 39,216
Clay,State Senator,Phil Croft,Democratic,District 39,251
Clay,State Senator,John M. Waterman,Republican,District 39,645
Daviess,State Senator,John M. Waterman,Republican,District 39,648
Bartholomew,State Senator,Robert D. Garton,Republican,District 41,5942
Dearborn,State Senator,Johnny Nugent,Republican,District 43,2767
Clark,State Senator,"James (Jim) A. Lewis, Jr.",Democratic,District 45,3508
Clark,State Senator,Connie Weigleb Sipes,Democratic,District 46,1989
Clark,State Senator,Walter H. Schulz,Republican,District 46,693
Dubois,State Senator,"Richard D. Young, Jr.",Democratic,District 47,801
Crawford,State Senator,"Richard D. Young, Jr.",Democratic,District 47,1920
Dubois,State Senator,Christopher L. Byrd,Republican,District 47,154
Crawford,State Senator,Christopher L. Byrd,Republican,District 47,350
Daviess,State Senator,Lindel O. Hume,Democratic,District 48,545
Dubois,State Senator,Lindel O. Hume,Democratic,District 48,1794
Elkhart,State Representative,Craig R. Fry,Democratic,District 5,438
Elkhart,State Representative,Raymond Crawford,Republican,District 5,439
Benton,State Representative,George Baranowski,Democratic,District 15,133
Benton,State Representative,Don Lehe,Republican,District 15,684
Cass,State Representative,Michael D. Smith,Republican,District 16,432
Elkhart,State Representative,David A. Wolkins,Republican,District 18,1479
Elkhart,State Representative,Richard W. Mangus,Republican,District 21,2764
Elkhart,State Representative,William C. Friend,Republican,District 23,690
Carroll,State Representative,Richard W. (Rich) McClain,Republican,District 24,2252
Cass,State Representative,Richard W. (Rich) McClain,Republican,District 24,2026
Boone,State Representative,Jeffrey A. Thompson,Republican,District 28,3307
Blackford,State Representative,S. Gopal (Pal) Raju,Democratic,District 31,570
Blackford,State Representative,Dean  A. Young,Republican,District 31,843
Delaware,State Representative,Ron Liggett,Democratic,District 33,1746
Delaware,State Representative,Richard W. Thornburg,Republican,District 33,852
Delaware,State Representative,R. Tiny Adams,Democratic,District 34,4948
Delaware,State Representative,Tom L. Bennington,Republican,District 34,1816
Delaware,State Representative,Brad D. Steele,Republican,District 35,2233
Delaware,State Representative,L. Jack Lutz,Republican,District 35,1488
Clinton,State Representative,James R. (Jim) Buck,Republican,District 38,3047
Boone,State Representative,James R. (Jim) Buck,Republican,District 38,622
Clay,State Representative,Clyde Kersey,Democratic,District 43,179
Clay,State Representative,Susan R. Crosby,Democratic,District 44,1187
Clay,State Representative,Andrew P. Thomas,Republican,District 44,1288
Clay,State Representative,Richard W. Haynes II,Republican,District 44,177
Daviess,State Representative,Alan B. Chowning,Democratic,District 45,43
Daviess,State Representative,Walter S. (Wally) Cullen,Democratic,District 45,149
Daviess,State Representative,Baron L. Brocksmith,Republican,District 45,341
Daviess,State Representative,Bruce A. Borders,Republican,District 45,382
Daviess,State Representative,Carter G. Phegley,Republican,District 45,27
Clay,State Representative,Vern Tincher,Democratic,District 46,538
Clay,State Representative,R. Brooks LaPlante,Republican,District 46,304
Elkhart,State Representative,Bruce D. Carter,Democratic,District 48,971
Elkhart,State Representative,Kyle Hannon,Republican,District 48,1507
Elkhart,State Representative,Timothy Neese,Republican,District 48,3251
Elkhart,State Representative,John D. Ulmer,Republican,District 49,6098
DeKalb,State Representative,Dennis K. Kruse,Republican,District 51,3886
DeKalb,State Representative,W. Dale Sturtz,Democratic,District 52,172
DeKalb,State Representative,Les Alligood,Republican,District 52,181
DeKalb,State Representative,Marlin A. Stutzman,Republican,District 52,346
DeKalb,State Representative,Trisha Gensic,Republican,District 52,242
Dearborn,State Representative,David L. Nicholson,Democratic,District 55,98
Dearborn,State Representative,Robert Hoffman,Republican,District 55,635
Bartholomew,State Representative,John R. Wheeler,Democratic,District 57,717
Bartholomew,State Representative,Jay B. Carlin,Republican,District 57,864
Bartholomew,State Representative,Roland Stine,Republican,District 57,726
Bartholomew,State Representative,Mark Duwe,Democratic,District 59,1023
Bartholomew,State Representative,Charlie Bourne,Republican,District 59,336
Bartholomew,State Representative,David Yount,Republican,District 59,3303
Brown,State Representative,Peggy Welch,Democratic,District 60,77
Brown,State Representative,L. David Sabbagh,Republican,District 60,51
Brown,State Representative,Robert Pate,Republican,District 60,41
Dubois,State Representative,Dave Crooks,Democratic,District 63,1630
Daviess,State Representative,Dave Crooks,Democratic,District 63,743
Daviess,State Representative,John Gregory Frenz,Democratic,District 64,20
Daviess,State Representative,Eric Davis,Republican,District 64,83
Bartholomew,State Representative,David Rhum,Democratic,District 65,316
Brown,State Representative,David Rhum,Democratic,District 65,1071
Brown,State Representative,Darin Kinser,Republican,District 65,84
Bartholomew,State Representative,Darin Kinser,Republican,District 65,50
Bartholomew,State Representative,Eric Allan Koch,Republican,District 65,717
Brown,State Representative,Eric Allan Koch,Republican,District 65,513
Brown,State Representative,H. Jay Walton,Republican,District 65,71
Bartholomew,State Representative,H. Jay Walton,Republican,District 65,64
Bartholomew,State Representative,Michael W. Patton,Republican,District 65,99
Brown,State Representative,Michael W. Patton,Republican,District 65,135
Bartholomew,State Representative,R. Dale Cassiday,Republican,District 65,130
Brown,State Representative,R. Dale Cassiday,Republican,District 65,766
Clark,State Representative,Terry Goodin,Democratic,District 66,1236
Decatur,State Representative,Cleo Duncan,Republican,District 67,2307
Dearborn,State Representative,Robert J. Bischoff,Democratic,District 68,938
Dearborn,State Representative,John R. Keeton,Republican,District 68,1612
Clark,State Representative,Paul J. Robertson,Democratic,District 70,978
Clark,State Representative,Tom Powers,Republican,District 70,407
Clark,State Representative,James L. Bottorff,Democratic,District 71,3276
Clark,State Representative,Charles A. (Tony) Singleton,Republican,District 71,1007
Clark,State Representative,William C. Cochran,Democratic,District 72,49
Clark,State Representative,Ryan Bergman,Republican,District 72,5
Clark,State Representative,Dennie Oxley,Democratic,District 73,151
Crawford,State Representative,Dennie Oxley,Democratic,District 73,2142
Dubois,State Representative,Dennie Oxley,Democratic,District 73,373
Dubois,State Representative,Russ Stilwell,Democratic,District 74,556
Adams,State Representative,Michael A. Ripley,Republican,District 79,2240
Allen,State Representative,Michael A. Ripley,Republican,District 79,1898
Allen,State Representative,Benjamin (Ben) GiaQuinta,Democratic,District 80,1043
Allen,State Representative,Kevin Howell,Republican,District 80,2579
Allen,State Representative,"Win Moses, Jr.",Democratic,District 81,1262
Allen,State Representative,Mike Wallin,Democratic,District 82,384
Allen,State Representative,Jeffrey K. Espich,Republican,District 82,4858
Allen,State Representative,Robert K. Alderman,Republican,District 83,3627
Allen,State Representative,Mark Wehrle,Republican,District 84,2774
Allen,State Representative,Randy L. Borror,Republican,District 84,5298
DeKalb,State Representative,Phyllis J. Pond,Republican,District 85,626
Allen,State Representative,Phyllis J. Pond,Republican,District 85,5881
Boone,State Representative,Pat Otten,Democratic,District 87,100
Boone,State Representative,Carl S. Mills,Republican,District 87,585
Boone,State Representative,Cindy Noe,Republican,District 87,967
Boone,State Representative,Jean Macdonald,Republican,District 87,455
Allen,Judge of the Circuit Court,Thomas J. Felts,Republican,Allen (38th District),25939
Benton,Judge of the Circuit Court,Rex Kepner,Republican,Benton (76th Circuit) ,718
Carroll,Judge of the Circuit Court,Don Currie,Republican,Carroll (74th Circuit) ,855
Carroll,Judge of the Circuit Court,Joseph W. Carey,Republican,Carroll (74th Circuit) ,1717
Adams,Judge of the Superior Court,James A. Heimann,Democratic,Adams County ,1561
Adams,Judge of the Superior Court,Thomas Wade Sheets,Democratic,Adams County ,1091
Adams,Judge of the Superior Court,Patrick R. Miller,Republican,Adams County ,2259
Bartholomew,Judge of the Superior Court,Kathleen (Kitty) Tighe Coriden,Democratic,"Bartholomew County, No. 2",2256
Bartholomew,Judge of the Superior Court,Roderick D. McGillivray,Republican,"Bartholomew County, No. 2",5120
Daviess,Judge of the Circuit Court,Robert L. Arthur,Republican,Daviess (49th Circuit),2161
Boone,Judge of the Superior Court,Matt Kincaid,Republican,"Boone County, No. 1",4540
Boone,Judge of the Superior Court,Paul S. Petticrew,Republican,"Boone County, No. 1",2958
Boone,Judge of the Superior Court,Eileen Sims,Republican,"Boone County, No. 2",2801
Boone,Judge of the Superior Court,James R. Detamore,Republican,"Boone County, No. 2",4578
Delaware,Judge of the Circuit Court,"Robert L. Barnet, Jr.",Democratic,Delaware Ct. 3(46th Cir.),9341
Delaware,Judge of the Circuit Court,James J. (Jim) Jordan,Democratic,Delaware Ct. 4(46th Cir.),4049
Delaware,Judge of the Circuit Court,Linda Ralu Wolf,Democratic,Delaware Ct. 4(46th Cir.),7673
Delaware,Judge of the Circuit Court,John M. Feick,Republican,Delaware Ct. 4(46th Cir.),6453
Delaware,Judge of the Circuit Court,Wayne J. Lennington,Democratic,Delaware Ct. 5(46th Cir.),8639
Delaware,Judge of the Circuit Court,Brian M. Fitzwater,Republican,Delaware Ct. 5(46th Cir.),5289
Carroll,Judge of the Superior Court,Jeffrey R. Smith,Republican,Carroll County,2119
Dubois,Judge of the Circuit Court,William E. Weikert,Democratic,Dubois (57th Circuit),2835
Clark,Judge of the Superior Court,Cecile (Cile) A. Blau,Democratic,"Clark County, No. 2",5293
Clark,Judge of the Superior Court,Steven M. Fleece,Democratic,"Clark County, No. 3",5409
Clinton,Judge of the Superior Court,Kathy R. Smith,Republican,Clinton County,3139
Daviess,Judge of the Superior Court,Jeffrey R. (Jeff) Norris,Democratic,Daviess County,838
Daviess,Judge of the Superior Court,Dean A. Sobecki,Republican,Daviess County,1759
Dearborn,Judge of the Superior Court,G. Michael Witte,Republican,Dearborn County No. 1,2492
Decatur,Judge of the Superior Court,W. Michael Wilke,Democratic,Decatur County,295
DeKalb,Judge of the Superior Court,Kevin P. Wallace,Democratic,"DeKalb County, Court 1",697
Elkhart,Judge of the Superior Court,L. Benjamin Pfaff,Republican,"Elkhart County, No. 1",14701
Elkhart,Judge of the Superior Court,George W. Biddlecome,Republican,"Elkhart County, No. 3",14968
Elkhart,Judge of the Superior Court,Olga H. Stickel,Republican,"Elkhart County, No. 4",14676
Elkhart,Judge of the Superior Court,James W. Rieckhoff,Republican,"Elkhart County, No. 5",14523
Adams,Prosecuting Attorney,Christopher E. Harvey,Democratic,Adams (26th Circuit) ,2088
Allen,Prosecuting Attorney,Karen Richards,Republican,Allen (38th District),23760
Allen,Prosecuting Attorney,Mike Loomis,Republican,Allen (38th District),13767
Allen,Prosecuting Attorney,Nikos (Nick) Nakos,Republican,Allen (38th District),3855
Bartholomew,Prosecuting Attorney,Joseph R. Koenig,Democratic,Bartholomew (9th Circuit),2492
Bartholomew,Prosecuting Attorney,William M. Nash,Republican,Bartholomew (9th Circuit),5369
Benton,Prosecuting Attorney,Jud Barce,Republican,Benton (76th Circuit) ,667
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford (71st Circuit) ,792
Boone,Prosecuting Attorney,John B. Buchanan,Republican,Boone (20th Circuit) ,5897
Brown,Prosecuting Attorney,Jim Oliver,Democratic,Brown (88th Circuit),1208
Brown,Prosecuting Attorney,James T. Roberts,Republican,Brown (88th Circuit),1398
Carroll,Prosecuting Attorney,James R. Huffer,Democratic,Carroll (74th Circuit) ,697
Carroll,Prosecuting Attorney,Robert T. Ives,Republican,Carroll (74th Circuit) ,2023
Cass,Prosecuting Attorney,James H. Austen,Democratic,Cass (29th Circuit),1131
Cass,Prosecuting Attorney,Kevin S. Enyeart,Republican,Cass (29th Circuit),2480
Clark,Prosecuting Attorney,Steven D. Stewart,Democratic,"Clark (4th Circt), No. 1",5355
Clay,Prosecuting Attorney,David O. Thomas,Republican,Clay (13th Circuit),2255
Clinton,Prosecuting Attorney,Louis D. Evans,Democratic,Clinton (45th Circuit),1039
Crawford,Prosecuting Attorney,Brent Welke,Democratic,Crawford (77th Circuit),481
Crawford,Prosecuting Attorney,Jimmie L. Montgomery,Democratic,Crawford (77th Circuit),1287
Crawford,Prosecuting Attorney,Lester V. Shelton,Democratic,Crawford (77th Circuit),695
Crawford,Prosecuting Attorney,DeWayne H. Gofourth,Republican,Crawford (77th Circuit),134
Crawford,Prosecuting Attorney,Steven L. Owen,Republican,Crawford (77th Circuit),333
Daviess,Prosecuting Attorney,Daniel M. (Dan) Steiner,Democratic,Daviess (49th Circuit),834
Daviess,Prosecuting Attorney,G. Byron Overton,Republican,Daviess (49th Circuit),1937
Dearborn,Prosecuting Attorney,Sally A. Blankenship,Republican,Dearborn/Ohio (7th Cir.),2548
Decatur,Prosecuting Attorney,William O. Smith,Democratic,Decatur (69th Circuit),297
DeKalb,Prosecuting Attorney,Monte L. Brown,Republican,DeKalb (75th Circuit),5320
Delaware,Prosecuting Attorney,Richard W. (Rick) Reed,Democratic,Delaware Ct. 2(46th Cir.),8598
Dubois,Prosecuting Attorney,Michael A. Fritch,Democratic,Dubois (57th Circuit),2610
Elkhart,Prosecuting Attorney,Rosy Meza de Nuttle,Democratic,Elkhart (34th Circuit),2484
Elkhart,Prosecuting Attorney,"Curtis T. Hill, Jr.",Republican,Elkhart (34th Circuit),11399
Elkhart,Prosecuting Attorney,Michael A. Christofeno,Republican,Elkhart (34th Circuit),7737
