County,Office,Candidate,Party,District,Votes
Allen,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Blackford,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Clark,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",287
Benton,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",92
Clark,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",1108
Clay,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",208
Clinton,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",246
Crawford,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",106
Bartholomew,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",872
Blackford,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",132
Cass,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",333
Dearborn,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",387
Allen,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",3728
Carroll,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",185
Daviess,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",204
DeKalb,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",425
Dubois,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",432
Boone,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",905
Brown,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",168
Decatur,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",273
Delaware,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",890
Elkhart,Presidential Electors for US President & VP,Jo Jorgensen,Libertarian,"1, 2, 3, 4, 5, 6, 7, 8, 9",1241
Bartholomew,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,James L Johnson Jr.,Other,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",10686
Carroll,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",7086
Clay,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",9499
Clinton,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",9334
Crawford,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",3483
Daviess,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",9576
DeKalb,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",14237
Dubois,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",15033
Bartholomew,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",22410
Benton,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",3007
Cass,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",10552
Decatur,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",9575
Allen,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",92083
Blackford,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",3841
Boone,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",22351
Dearborn,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",19528
Elkhart,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",46972
Brown,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",5777
Clark,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",33668
Delaware,Presidential Electors for US President & VP,Donald J. Trump,Republican,"1, 2, 3, 4, 5, 6, 7, 8, 9",26827
Carroll,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,1569
Cass,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,3373
Daviess,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,1531
DeKalb,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,3293
Delaware,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,15638
Allen,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,53895
Bartholomew,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,9013
Benton,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,671
Clark,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,19077
Dubois,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,4586
Blackford,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,933
Brown,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,2381
Boone,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,9661
Clay,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,1780
Dearborn,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,4559
Decatur,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,1562
Elkhart,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,20512
Adams,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,2143
Clinton,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,2406
Crawford,Governor & Lt. Governor,Woodrow (Woody) Myers,Democratic,Indiana,1242
Bartholomew,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,5065
Brown,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,1623
Carroll,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,1864
Cass,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2940
Daviess,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2016
DeKalb,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,3158
Dubois,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2599
Allen,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,16011
Blackford,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,1017
Clark,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,3680
Adams,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2570
Boone,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,5094
Clay,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2242
Dearborn,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2383
Decatur,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2787
Delaware,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,5482
Elkhart,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,7690
Benton,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,614
Clinton,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,2514
Crawford,Governor & Lt. Governor,Donald G. Rainwater II,Libertarian,Indiana,553
Bartholomew,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,21959
Blackford,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,3333
Brown,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,4953
Carroll,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,6077
Cass,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,8833
Daviess,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,8313
DeKalb,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,13042
Dubois,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,14403
Adams,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,9441
Boone,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,23737
Dearborn,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,18353
Allen,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,98406
Clark,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,34669
Clinton,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,7971
Benton,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,2815
Clay,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,8164
Crawford,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,3064
Decatur,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,7911
Delaware,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,26829
Elkhart,Governor & Lt. Governor,Eric Holcomb,Republican,Indiana,46223
Benton,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,1111
Brown,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,3141
Crawford,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,1494
Dubois,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,8084
Adams,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,3439
Clay,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,2765
Clinton,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,3451
DeKalb,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,5002
Blackford,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,1413
Clark,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,22416
Decatur,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,2665
Delaware,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,20242
Elkhart,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,25171
Allen,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,69691
Bartholomew,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,12151
Boone,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,13506
Carroll,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,2399
Cass,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,4478
Daviess,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,2473
Dearborn,Attorney General,Jonathan Weinzapfel,Democratic,Indiana,5401
Benton,Attorney General,Todd Rokita,Republican,Indiana,2937
Clay,Attorney General,Todd Rokita,Republican,Indiana,8982
Crawford,Attorney General,Todd Rokita,Republican,Indiana,3089
Blackford,Attorney General,Todd Rokita,Republican,Indiana,3766
Boone,Attorney General,Todd Rokita,Republican,Indiana,23915
Brown,Attorney General,Todd Rokita,Republican,Indiana,5625
Dearborn,Attorney General,Todd Rokita,Republican,Indiana,19565
Decatur,Attorney General,Todd Rokita,Republican,Indiana,9118
Delaware,Attorney General,Todd Rokita,Republican,Indiana,26834
Elkhart,Attorney General,Todd Rokita,Republican,Indiana,48604
Adams,Attorney General,Todd Rokita,Republican,Indiana,10433
Clark,Attorney General,Todd Rokita,Republican,Indiana,32918
Clinton,Attorney General,Todd Rokita,Republican,Indiana,9269
DeKalb,Attorney General,Todd Rokita,Republican,Indiana,13704
Dubois,Attorney General,Todd Rokita,Republican,Indiana,13032
Allen,Attorney General,Todd Rokita,Republican,Indiana,95651
Bartholomew,Attorney General,Todd Rokita,Republican,Indiana,22714
Carroll,Attorney General,Todd Rokita,Republican,Indiana,7067
Cass,Attorney General,Todd Rokita,Republican,Indiana,10506
Daviess,Attorney General,Todd Rokita,Republican,Indiana,8931
Crawford,US Representative,Andy Ruff,Democratic,9,1138
Clark,US Representative,Andy Ruff,Democratic,9,20246
Brown,US Representative,Andy Ruff,Democratic,9,2831
Adams,US Representative,Chip Coldiron,Democratic,3,3045
DeKalb,US Representative,Chip Coldiron,Democratic,3,4691
Allen,US Representative,Chip Coldiron,Democratic,3,68118
Blackford,US Representative,Chip Coldiron,Democratic,3,249
Blackford,US Representative,Christina Hale,Democratic,5,1170
Boone,US Representative,Christina Hale,Democratic,5,9355
Clay,US Representative,E. Thomasina Marsili,Democratic,8,2255
Crawford,US Representative,E. Thomasina Marsili,Democratic,8,187
Daviess,US Representative,E. Thomasina Marsili,Democratic,8,1767
