County,Office,Candidate,Party,District,Votes
Benton,President,John McCain,Republican,Statewide,2183
Decatur,President,John McCain,Republican,Statewide,6449
Delaware,President,John McCain,Republican,Statewide,20916
Dubois,President,John McCain,Republican,Statewide,9526
Adams,President,John McCain,Republican,Statewide,8404
Carroll,President,John McCain,Republican,Statewide,4858
Clay,President,John McCain,Republican,Statewide,6267
Clinton,President,John McCain,Republican,Statewide,6919
Crawford,President,John McCain,Republican,Statewide,2393
Daviess,President,John McCain,Republican,Statewide,7098
DeKalb,President,John McCain,Republican,Statewide,9780
Allen,President,John McCain,Republican,Statewide,77793
Bartholomew,President,John McCain,Republican,Statewide,17067
Boone,President,John McCain,Republican,Statewide,16622
Dearborn,President,John McCain,Republican,Statewide,14886
Elkhart,President,John McCain,Republican,Statewide,39396
Blackford,President,John McCain,Republican,Statewide,2690
Brown,President,John McCain,Republican,Statewide,4060
Cass,President,John McCain,Republican,Statewide,8346
Clark,President,John McCain,Republican,Statewide,25326
Blackford,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Brown,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Cass,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Adams,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Carroll,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Clinton,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Crawford,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Daviess,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Dubois,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Allen,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Bartholomew,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Boone,President,"Lou" Kujawski,W/I (Republican),Statewide,0
DeKalb,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Elkhart,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Clark,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Clay,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Decatur,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Delaware,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Benton,President,"Lou" Kujawski,W/I (Republican),Statewide,0
Allen,President,Brian Moore,W/I (Socialist),Statewide,3
Bartholomew,President,Brian Moore,W/I (Socialist),Statewide,0
Boone,President,Brian Moore,W/I (Socialist),Statewide,0
Carroll,President,Brian Moore,W/I (Socialist),Statewide,0
Cass,President,Brian Moore,W/I (Socialist),Statewide,0
Daviess,President,Brian Moore,W/I (Socialist),Statewide,0
Adams,President,Brian Moore,W/I (Socialist),Statewide,0
Clinton,President,Brian Moore,W/I (Socialist),Statewide,0
DeKalb,President,Brian Moore,W/I (Socialist),Statewide,0
Blackford,President,Brian Moore,W/I (Socialist),Statewide,0
Brown,President,Brian Moore,W/I (Socialist),Statewide,0
Decatur,President,Brian Moore,W/I (Socialist),Statewide,0
Delaware,President,Brian Moore,W/I (Socialist),Statewide,0
Elkhart,President,Brian Moore,W/I (Socialist),Statewide,0
Benton,President,Brian Moore,W/I (Socialist),Statewide,0
Clark,President,Brian Moore,W/I (Socialist),Statewide,0
Clay,President,Brian Moore,W/I (Socialist),Statewide,0
Crawford,President,Brian Moore,W/I (Socialist),Statewide,0
Dubois,President,Brian Moore,W/I (Socialist),Statewide,0
Allen,President,Chuck Baldwin,W/I (Independent),Statewide,67
Elkhart,President,Chuck Baldwin,W/I (Independent),Statewide,40
Bartholomew,President,Chuck Baldwin,W/I (Independent),Statewide,18
Benton,President,Chuck Baldwin,W/I (Independent),Statewide,4
Blackford,President,Chuck Baldwin,W/I (Independent),Statewide,2
Cass,President,Chuck Baldwin,W/I (Independent),Statewide,31
Clark,President,Chuck Baldwin,W/I (Independent),Statewide,9
Decatur,President,Chuck Baldwin,W/I (Independent),Statewide,0
Adams,President,Chuck Baldwin,W/I (Independent),Statewide,9
Boone,President,Chuck Baldwin,W/I (Independent),Statewide,7
Carroll,President,Chuck Baldwin,W/I (Independent),Statewide,4
Clay,President,Chuck Baldwin,W/I (Independent),Statewide,1
Clinton,President,Chuck Baldwin,W/I (Independent),Statewide,8
Crawford,President,Chuck Baldwin,W/I (Independent),Statewide,0
Daviess,President,Chuck Baldwin,W/I (Independent),Statewide,0
DeKalb,President,Chuck Baldwin,W/I (Independent),Statewide,8
Brown,President,Chuck Baldwin,W/I (Independent),Statewide,6
Delaware,President,Chuck Baldwin,W/I (Independent),Statewide,0
Dubois,President,Chuck Baldwin,W/I (Independent),Statewide,8
Adams,President,Cynthia A. McKinney,W/I (Green),Statewide,1
Benton,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Clark,President,Cynthia A. McKinney,W/I (Green),Statewide,1
Clay,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Crawford,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Clinton,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Dubois,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Allen,President,Cynthia A. McKinney,W/I (Green),Statewide,7
Bartholomew,President,Cynthia A. McKinney,W/I (Green),Statewide,2
Boone,President,Cynthia A. McKinney,W/I (Green),Statewide,2
Carroll,President,Cynthia A. McKinney,W/I (Green),Statewide,1
Cass,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Daviess,President,Cynthia A. McKinney,W/I (Green),Statewide,0
DeKalb,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Blackford,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Brown,President,Cynthia A. McKinney,W/I (Green),Statewide,4
Decatur,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Delaware,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Elkhart,President,Cynthia A. McKinney,W/I (Green),Statewide,0
Boone,President,Darrell L. Castle,W/I (Constitution),Statewide,1
Brown,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Decatur,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Delaware,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Elkhart,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Benton,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Clark,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Crawford,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Adams,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Carroll,President,Darrell L. Castle,W/I (Constitution),Statewide,1
Clay,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Clinton,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Daviess,President,Darrell L. Castle,W/I (Constitution),Statewide,1
DeKalb,President,Darrell L. Castle,W/I (Constitution),Statewide,1
Dubois,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Allen,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Bartholomew,President,Darrell L. Castle,W/I (Constitution),Statewide,1
Blackford,President,Darrell L. Castle,W/I (Constitution),Statewide,1
Cass,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Allen,President,John Leroy Plemons,W/I (Independent),Statewide,0
Blackford,President,John Leroy Plemons,W/I (Independent),Statewide,0
Boone,President,John Leroy Plemons,W/I (Independent),Statewide,0
Elkhart,President,John Leroy Plemons,W/I (Independent),Statewide,0
Adams,President,John Leroy Plemons,W/I (Independent),Statewide,0
Carroll,President,John Leroy Plemons,W/I (Independent),Statewide,0
Clay,President,John Leroy Plemons,W/I (Independent),Statewide,0
Clinton,President,John Leroy Plemons,W/I (Independent),Statewide,0
Crawford,President,John Leroy Plemons,W/I (Independent),Statewide,0
Daviess,President,John Leroy Plemons,W/I (Independent),Statewide,0
Benton,President,John Leroy Plemons,W/I (Independent),Statewide,0
Brown,President,John Leroy Plemons,W/I (Independent),Statewide,0
Clark,President,John Leroy Plemons,W/I (Independent),Statewide,0
Bartholomew,President,John Leroy Plemons,W/I (Independent),Statewide,0
Cass,President,John Leroy Plemons,W/I (Independent),Statewide,0
Decatur,President,John Leroy Plemons,W/I (Independent),Statewide,0
Delaware,President,John Leroy Plemons,W/I (Independent),Statewide,0
DeKalb,President,John Leroy Plemons,W/I (Independent),Statewide,0
Dubois,President,John Leroy Plemons,W/I (Independent),Statewide,0
Bartholomew,President,Kevin Mottus,W/I (Independent),Statewide,0
Blackford,President,Kevin Mottus,W/I (Independent),Statewide,0
Carroll,President,Kevin Mottus,W/I (Independent),Statewide,0
Cass,President,Kevin Mottus,W/I (Independent),Statewide,0
Daviess,President,Kevin Mottus,W/I (Independent),Statewide,0
Decatur,President,Kevin Mottus,W/I (Independent),Statewide,0
DeKalb,President,Kevin Mottus,W/I (Independent),Statewide,0
Boone,President,Kevin Mottus,W/I (Independent),Statewide,0
Brown,President,Kevin Mottus,W/I (Independent),Statewide,0
Adams,President,Kevin Mottus,W/I (Independent),Statewide,0
Clark,President,Kevin Mottus,W/I (Independent),Statewide,6
Clay,President,Kevin Mottus,W/I (Independent),Statewide,0
Clinton,President,Kevin Mottus,W/I (Independent),Statewide,0
Allen,President,Kevin Mottus,W/I (Independent),Statewide,0
Benton,President,Kevin Mottus,W/I (Independent),Statewide,0
Crawford,President,Kevin Mottus,W/I (Independent),Statewide,0
Dubois,President,Kevin Mottus,W/I (Independent),Statewide,0
Delaware,President,Kevin Mottus,W/I (Independent),Statewide,0
Elkhart,President,Kevin Mottus,W/I (Independent),Statewide,0
Adams,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Benton,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clay,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Crawford,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clark,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clinton,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Allen,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Bartholomew,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Blackford,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Carroll,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Cass,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Daviess,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
DeKalb,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Dubois,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Boone,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Brown,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Decatur,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Delaware,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Elkhart,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Boone,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Brown,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Decatur,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Delaware,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Elkhart,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Adams,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Benton,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Clay,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Crawford,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Clark,President,Michael L. Faith,W/I (Americas Independent),Statewide,11
Clinton,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Allen,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Bartholomew,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Blackford,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Carroll,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Cass,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Daviess,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
DeKalb,President,Michael L. Faith,W/I (Americas Independent),Statewide,0
Dubois,President,Michael L. Faith,W/I (Americas Independent),Statewide,1
Decatur,President,Ralph Nader,W/I (Independent),Statewide,0
Delaware,President,Ralph Nader,W/I (Independent),Statewide,0
Dubois,President,Ralph Nader,W/I (Independent),Statewide,7
Adams,President,Ralph Nader,W/I (Independent),Statewide,1
Carroll,President,Ralph Nader,W/I (Independent),Statewide,3
Clay,President,Ralph Nader,W/I (Independent),Statewide,5
Clinton,President,Ralph Nader,W/I (Independent),Statewide,5
Crawford,President,Ralph Nader,W/I (Independent),Statewide,0
Daviess,President,Ralph Nader,W/I (Independent),Statewide,0
DeKalb,President,Ralph Nader,W/I (Independent),Statewide,7
Allen,President,Ralph Nader,W/I (Independent),Statewide,77
Boone,President,Ralph Nader,W/I (Independent),Statewide,5
Elkhart,President,Ralph Nader,W/I (Independent),Statewide,6
Bartholomew,President,Ralph Nader,W/I (Independent),Statewide,29
Benton,President,Ralph Nader,W/I (Independent),Statewide,0
Blackford,President,Ralph Nader,W/I (Independent),Statewide,3
Brown,President,Ralph Nader,W/I (Independent),Statewide,2
Cass,President,Ralph Nader,W/I (Independent),Statewide,0
Clark,President,Ralph Nader,W/I (Independent),Statewide,13
Brown,Governor,Jill Long Thompson,Democratic,Statewide,2880
Delaware,Governor,Jill Long Thompson,Democratic,Statewide,20588
Dubois,Governor,Jill Long Thompson,Democratic,Statewide,7938
Clinton,Governor,Jill Long Thompson,Democratic,Statewide,3658
Dearborn,Governor,Jill Long Thompson,Democratic,Statewide,6540
Elkhart,Governor,Jill Long Thompson,Democratic,Statewide,28114
Allen,Governor,Jill Long Thompson,Democratic,Statewide,55027
Bartholomew,Governor,Jill Long Thompson,Democratic,Statewide,8447
Benton,Governor,Jill Long Thompson,Democratic,Statewide,1308
Blackford,Governor,Jill Long Thompson,Democratic,Statewide,2221
Cass,Governor,Jill Long Thompson,Democratic,Statewide,6418
Clark,Governor,Jill Long Thompson,Democratic,Statewide,17821
Decatur,Governor,Jill Long Thompson,Democratic,Statewide,2534
Adams,Governor,Jill Long Thompson,Democratic,Statewide,4938
Boone,Governor,Jill Long Thompson,Democratic,Statewide,4633
Carroll,Governor,Jill Long Thompson,Democratic,Statewide,2925
Clay,Governor,Jill Long Thompson,Democratic,Statewide,5055
Crawford,Governor,Jill Long Thompson,Democratic,Statewide,2869
Daviess,Governor,Jill Long Thompson,Democratic,Statewide,3978
DeKalb,Governor,Jill Long Thompson,Democratic,Statewide,6752
Adams,Governor,Andy Horning,Libertarian,Statewide,294
Benton,Governor,Andy Horning,Libertarian,Statewide,109
Clark,Governor,Andy Horning,Libertarian,Statewide,682
Clay,Governor,Andy Horning,Libertarian,Statewide,312
Decatur,Governor,Andy Horning,Libertarian,Statewide,270
Delaware,Governor,Andy Horning,Libertarian,Statewide,895
Bartholomew,Governor,Andy Horning,Libertarian,Statewide,533
Brown,Governor,Andy Horning,Libertarian,Statewide,250
Cass,Governor,Andy Horning,Libertarian,Statewide,433
Carroll,Governor,Andy Horning,Libertarian,Statewide,241
Clinton,Governor,Andy Horning,Libertarian,Statewide,304
Crawford,Governor,Andy Horning,Libertarian,Statewide,68
Daviess,Governor,Andy Horning,Libertarian,Statewide,310
Dubois,Governor,Andy Horning,Libertarian,Statewide,445
Allen,Governor,Andy Horning,Libertarian,Statewide,2444
Blackford,Governor,Andy Horning,Libertarian,Statewide,97
Boone,Governor,Andy Horning,Libertarian,Statewide,540
Dearborn,Governor,Andy Horning,Libertarian,Statewide,519
DeKalb,Governor,Andy Horning,Libertarian,Statewide,424
Elkhart,Governor,Andy Horning,Libertarian,Statewide,1738
Adams,Governor,Mitch Daniels,Republican,Statewide,8291
Benton,Governor,Mitch Daniels,Republican,Statewide,2398
Clark,Governor,Mitch Daniels,Republican,Statewide,28622
Clay,Governor,Mitch Daniels,Republican,Statewide,5986
Crawford,Governor,Mitch Daniels,Republican,Statewide,1869
Bartholomew,Governor,Mitch Daniels,Republican,Statewide,21547
Blackford,Governor,Mitch Daniels,Republican,Statewide,3098
Boone,Governor,Mitch Daniels,Republican,Statewide,21352
Carroll,Governor,Mitch Daniels,Republican,Statewide,5586
Cass,Governor,Mitch Daniels,Republican,Statewide,8831
Daviess,Governor,Mitch Daniels,Republican,Statewide,6043
Decatur,Governor,Mitch Daniels,Republican,Statewide,7486
DeKalb,Governor,Mitch Daniels,Republican,Statewide,9562
Brown,Governor,Mitch Daniels,Republican,Statewide,4967
Dearborn,Governor,Mitch Daniels,Republican,Statewide,14536
Delaware,Governor,Mitch Daniels,Republican,Statewide,27876
Elkhart,Governor,Mitch Daniels,Republican,Statewide,40983
Allen,Governor,Mitch Daniels,Republican,Statewide,89938
Clinton,Governor,Mitch Daniels,Republican,Statewide,8322
Dubois,Governor,Mitch Daniels,Republican,Statewide,9946
Bartholomew,Governor,Christopher Stried,W/I (Independent),Statewide,0
Blackford,Governor,Christopher Stried,W/I (Independent),Statewide,0
Boone,Governor,Christopher Stried,W/I (Independent),Statewide,0
DeKalb,Governor,Christopher Stried,W/I (Independent),Statewide,0
Elkhart,Governor,Christopher Stried,W/I (Independent),Statewide,0
Brown,Governor,Christopher Stried,W/I (Independent),Statewide,0
Cass,Governor,Christopher Stried,W/I (Independent),Statewide,0
Decatur,Governor,Christopher Stried,W/I (Independent),Statewide,0
Allen,Governor,Christopher Stried,W/I (Independent),Statewide,3
Carroll,Governor,Christopher Stried,W/I (Independent),Statewide,0
Crawford,Governor,Christopher Stried,W/I (Independent),Statewide,0
Daviess,Governor,Christopher Stried,W/I (Independent),Statewide,0
Dubois,Governor,Christopher Stried,W/I (Independent),Statewide,0
Adams,Governor,Christopher Stried,W/I (Independent),Statewide,0
Benton,Governor,Christopher Stried,W/I (Independent),Statewide,0
Clark,Governor,Christopher Stried,W/I (Independent),Statewide,0
Clay,Governor,Christopher Stried,W/I (Independent),Statewide,0
Clinton,Governor,Christopher Stried,W/I (Independent),Statewide,0
Delaware,Governor,Christopher Stried,W/I (Independent),Statewide,0
Benton,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Brown,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Clark,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Dubois,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Allen,Governor,Timothy Lee Frye,W/I (Independent),Statewide,2
Boone,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Elkhart,Governor,Timothy Lee Frye,W/I (Independent),Statewide,2
Bartholomew,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Blackford,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Cass,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Decatur,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Delaware,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Adams,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Carroll,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Clay,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Clinton,Governor,Timothy Lee Frye,W/I (Independent),Statewide,2
Crawford,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Daviess,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
DeKalb,Governor,Timothy Lee Frye,W/I (Independent),Statewide,0
Bartholomew,Attorney General,Linda Pence,Democratic,Statewide,12407
Blackford,Attorney General,Linda Pence,Democratic,Statewide,2846
Cass,Attorney General,Linda Pence,Democratic,Statewide,7209
Clark,Attorney General,Linda Pence,Democratic,Statewide,21282
Delaware,Attorney General,Linda Pence,Democratic,Statewide,27195
Adams,Attorney General,Linda Pence,Democratic,Statewide,6232
Clay,Attorney General,Linda Pence,Democratic,Statewide,4741
Clinton,Attorney General,Linda Pence,Democratic,Statewide,4934
Dearborn,Attorney General,Linda Pence,Democratic,Statewide,8025
DeKalb,Attorney General,Linda Pence,Democratic,Statewide,7512
Elkhart,Attorney General,Linda Pence,Democratic,Statewide,28530
Allen,Attorney General,Linda Pence,Democratic,Statewide,69218
Boone,Attorney General,Linda Pence,Democratic,Statewide,8082
Crawford,Attorney General,Linda Pence,Democratic,Statewide,2408
Benton,Attorney General,Linda Pence,Democratic,Statewide,1591
Brown,Attorney General,Linda Pence,Democratic,Statewide,3735
Carroll,Attorney General,Linda Pence,Democratic,Statewide,3843
Daviess,Attorney General,Linda Pence,Democratic,Statewide,3165
Decatur,Attorney General,Linda Pence,Democratic,Statewide,4019
Dubois,Attorney General,Linda Pence,Democratic,Statewide,8057
Adams,Attorney General,Greg Zoeller,Republican,Statewide,6477
Clinton,Attorney General,Greg Zoeller,Republican,Statewide,6930
Crawford,Attorney General,Greg Zoeller,Republican,Statewide,1933
Boone,Attorney General,Greg Zoeller,Republican,Statewide,17624
Clay,Attorney General,Greg Zoeller,Republican,Statewide,6198
Dearborn,Attorney General,Greg Zoeller,Republican,Statewide,12684
Decatur,Attorney General,Greg Zoeller,Republican,Statewide,5921
DeKalb,Attorney General,Greg Zoeller,Republican,Statewide,8567
Elkhart,Attorney General,Greg Zoeller,Republican,Statewide,40206
Allen,Attorney General,Greg Zoeller,Republican,Statewide,71398
Bartholomew,Attorney General,Greg Zoeller,Republican,Statewide,16938
Benton,Attorney General,Greg Zoeller,Republican,Statewide,2081
Clark,Attorney General,Greg Zoeller,Republican,Statewide,23418
Blackford,Attorney General,Greg Zoeller,Republican,Statewide,2324
Brown,Attorney General,Greg Zoeller,Republican,Statewide,4099
Carroll,Attorney General,Greg Zoeller,Republican,Statewide,4691
Cass,Attorney General,Greg Zoeller,Republican,Statewide,7983
Daviess,Attorney General,Greg Zoeller,Republican,Statewide,6620
Delaware,Attorney General,Greg Zoeller,Republican,Statewide,20469
Dubois,Attorney General,Greg Zoeller,Republican,Statewide,8553
Adams,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,4728
Benton,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,1673
Clark,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,19826
Clay,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,4822
Clinton,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,4774
Crawford,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,2349
Allen,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,59353
Dubois,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,8285
Brown,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,3852
Dearborn,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,7672
Delaware,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,25455
Elkhart,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,27786
Bartholomew,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,11494
Blackford,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,2546
Boone,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,7857
Carroll,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,3794
Cass,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,6788
Daviess,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,3359
Decatur,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,3495
DeKalb,Superintendent of Public Instruction,Richard D. Wood,Democratic,Statewide,6307
Bartholomew,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,17001
Blackford,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,2409
Carroll,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,4531
Cass,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,8127
Daviess,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,6367
Dearborn,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,12608
Allen,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,76790
Clay,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,5891
Clinton,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,6797
DeKalb,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,9376
Boone,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,17088
Brown,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,3693
Decatur,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,6201
Delaware,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,20611
Elkhart,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,39113
Adams,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,7841
Benton,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,1931
Clark,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,25061
Crawford,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,1893
Dubois,Superintendent of Public Instruction,Tony Bennett,Republican,Statewide,7901
Elkhart,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Boone,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Brown,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Decatur,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Delaware,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Bartholomew,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Blackford,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Cass,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
DeKalb,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,1
