County,Office,Candidate,Party,District,Votes
Carroll,President,"Lyndon H. LaRouche, Jr.",Democratic,Statewide,2
Daviess,President,"Lyndon H. LaRouche, Jr.",Democratic,Statewide,12
Decatur,President,"Lyndon H. LaRouche, Jr.",Democratic,Statewide,7
Delaware,President,"Lyndon H. LaRouche, Jr.",Democratic,Statewide,170
Dubois,President,"Lyndon H. LaRouche, Jr.",Democratic,Statewide,92
Allen,President,Wesley K. Clark,Democratic,Statewide,550
Bartholomew,President,Wesley K. Clark,Democratic,Statewide,243
Carroll,President,Wesley K. Clark,Democratic,Statewide,43
Cass,President,Wesley K. Clark,Democratic,Statewide,106
Daviess,President,Wesley K. Clark,Democratic,Statewide,73
Adams,President,Wesley K. Clark,Democratic,Statewide,56
Clay,President,Wesley K. Clark,Democratic,Statewide,134
Clinton,President,Wesley K. Clark,Democratic,Statewide,72
DeKalb,President,Wesley K. Clark,Democratic,Statewide,59
Dubois,President,Wesley K. Clark,Democratic,Statewide,281
Benton,President,Wesley K. Clark,Democratic,Statewide,8
Blackford,President,Wesley K. Clark,Democratic,Statewide,68
Boone,President,Wesley K. Clark,Democratic,Statewide,73
Brown,President,Wesley K. Clark,Democratic,Statewide,69
Dearborn,President,Wesley K. Clark,Democratic,Statewide,60
Decatur,President,Wesley K. Clark,Democratic,Statewide,45
Delaware,President,Wesley K. Clark,Democratic,Statewide,630
Elkhart,President,Wesley K. Clark,Democratic,Statewide,130
Clark,President,Wesley K. Clark,Democratic,Statewide,585
Crawford,President,Wesley K. Clark,Democratic,Statewide,77
Allen,President,George W. Bush,Republican,Statewide,21649
Dearborn,President,George W. Bush,Republican,Statewide,2583
Elkhart,President,George W. Bush,Republican,Statewide,15252
Bartholomew,President,George W. Bush,Republican,Statewide,7538
Blackford,President,George W. Bush,Republican,Statewide,787
Cass,President,George W. Bush,Republican,Statewide,4005
Clark,President,George W. Bush,Republican,Statewide,3590
Decatur,President,George W. Bush,Republican,Statewide,2675
Delaware,President,George W. Bush,Republican,Statewide,9086
Adams,President,George W. Bush,Republican,Statewide,2524
Boone,President,George W. Bush,Republican,Statewide,7002
Carroll,President,George W. Bush,Republican,Statewide,2621
Clay,President,George W. Bush,Republican,Statewide,3104
Clinton,President,George W. Bush,Republican,Statewide,3779
Crawford,President,George W. Bush,Republican,Statewide,687
Daviess,President,George W. Bush,Republican,Statewide,2608
DeKalb,President,George W. Bush,Republican,Statewide,3103
Benton,President,George W. Bush,Republican,Statewide,1670
Brown,President,George W. Bush,Republican,Statewide,1669
Dubois,President,George W. Bush,Republican,Statewide,1634
Blackford,United States Senator,Evan Bayh,Democratic,Statewide,1000
Clark,United States Senator,Evan Bayh,Democratic,Statewide,9517
Clinton,United States Senator,Evan Bayh,Democratic,Statewide,1072
Adams,United States Senator,Evan Bayh,Democratic,Statewide,1187
Benton,United States Senator,Evan Bayh,Democratic,Statewide,258
Clay,United States Senator,Evan Bayh,Democratic,Statewide,1953
Crawford,United States Senator,Evan Bayh,Democratic,Statewide,1350
Allen,United States Senator,Evan Bayh,Democratic,Statewide,8220
Bartholomew,United States Senator,Evan Bayh,Democratic,Statewide,3719
Carroll,United States Senator,Evan Bayh,Democratic,Statewide,802
Cass,United States Senator,Evan Bayh,Democratic,Statewide,1728
Daviess,United States Senator,Evan Bayh,Democratic,Statewide,938
DeKalb,United States Senator,Evan Bayh,Democratic,Statewide,1072
Dubois,United States Senator,Evan Bayh,Democratic,Statewide,4265
Boone,United States Senator,Evan Bayh,Democratic,Statewide,825
Brown,United States Senator,Evan Bayh,Democratic,Statewide,1322
Dearborn,United States Senator,Evan Bayh,Democratic,Statewide,1332
Decatur,United States Senator,Evan Bayh,Democratic,Statewide,631
Delaware,United States Senator,Evan Bayh,Democratic,Statewide,10194
Elkhart,United States Senator,Evan Bayh,Democratic,Statewide,3410
Adams,United States Senator,Marvin Scott,Republican,Statewide,1594
Clay,United States Senator,Marvin Scott,Republican,Statewide,2180
Clinton,United States Senator,Marvin Scott,Republican,Statewide,2594
Crawford,United States Senator,Marvin Scott,Republican,Statewide,430
Dearborn,United States Senator,Marvin Scott,Republican,Statewide,2048
DeKalb,United States Senator,Marvin Scott,Republican,Statewide,2113
Benton,United States Senator,Marvin Scott,Republican,Statewide,1340
Brown,United States Senator,Marvin Scott,Republican,Statewide,1341
Carroll,United States Senator,Marvin Scott,Republican,Statewide,2083
Daviess,United States Senator,Marvin Scott,Republican,Statewide,1809
Decatur,United States Senator,Marvin Scott,Republican,Statewide,1646
Delaware,United States Senator,Marvin Scott,Republican,Statewide,5920
Dubois,United States Senator,Marvin Scott,Republican,Statewide,1051
Allen,United States Senator,Marvin Scott,Republican,Statewide,16601
Boone,United States Senator,Marvin Scott,Republican,Statewide,5109
Elkhart,United States Senator,Marvin Scott,Republican,Statewide,12755
Bartholomew,United States Senator,Marvin Scott,Republican,Statewide,4656
Blackford,United States Senator,Marvin Scott,Republican,Statewide,498
Cass,United States Senator,Marvin Scott,Republican,Statewide,3404
Clark,United States Senator,Marvin Scott,Republican,Statewide,2509
Blackford,Governor,Joe Kernan,Democratic,Statewide,916
Carroll,Governor,Joe Kernan,Democratic,Statewide,748
Daviess,Governor,Joe Kernan,Democratic,Statewide,866
Decatur,Governor,Joe Kernan,Democratic,Statewide,610
DeKalb,Governor,Joe Kernan,Democratic,Statewide,1004
Delaware,Governor,Joe Kernan,Democratic,Statewide,9319
Allen,Governor,Joe Kernan,Democratic,Statewide,8055
Bartholomew,Governor,Joe Kernan,Democratic,Statewide,3479
Benton,Governor,Joe Kernan,Democratic,Statewide,252
Cass,Governor,Joe Kernan,Democratic,Statewide,1647
Dubois,Governor,Joe Kernan,Democratic,Statewide,3681
Boone,Governor,Joe Kernan,Democratic,Statewide,784
Brown,Governor,Joe Kernan,Democratic,Statewide,1208
Crawford,Governor,Joe Kernan,Democratic,Statewide,1162
Dearborn,Governor,Joe Kernan,Democratic,Statewide,1157
Adams,Governor,Joe Kernan,Democratic,Statewide,1125
Clark,Governor,Joe Kernan,Democratic,Statewide,8511
Clay,Governor,Joe Kernan,Democratic,Statewide,1750
Clinton,Governor,Joe Kernan,Democratic,Statewide,976
Elkhart,Governor,Joe Kernan,Democratic,Statewide,3383
Carroll,Governor,Eric Miller,Republican,Statewide,1015
Crawford,Governor,Eric Miller,Republican,Statewide,195
Daviess,Governor,Eric Miller,Republican,Statewide,821
Adams,Governor,Eric Miller,Republican,Statewide,1041
Boone,Governor,Eric Miller,Republican,Statewide,2378
Clay,Governor,Eric Miller,Republican,Statewide,943
Clinton,Governor,Eric Miller,Republican,Statewide,1296
Dearborn,Governor,Eric Miller,Republican,Statewide,563
Elkhart,Governor,Eric Miller,Republican,Statewide,9144
Allen,Governor,Eric Miller,Republican,Statewide,8054
Bartholomew,Governor,Eric Miller,Republican,Statewide,2015
Benton,Governor,Eric Miller,Republican,Statewide,438
Blackford,Governor,Eric Miller,Republican,Statewide,248
Cass,Governor,Eric Miller,Republican,Statewide,1543
Clark,Governor,Eric Miller,Republican,Statewide,1674
Brown,Governor,Eric Miller,Republican,Statewide,518
Decatur,Governor,Eric Miller,Republican,Statewide,859
DeKalb,Governor,Eric Miller,Republican,Statewide,1040
Delaware,Governor,Eric Miller,Republican,Statewide,3377
Dubois,Governor,Eric Miller,Republican,Statewide,215
Allen,Governor,Mitch Daniels,Republican,Statewide,15711
Blackford,Governor,Mitch Daniels,Republican,Statewide,602
Boone,Governor,Mitch Daniels,Republican,Statewide,5715
Clinton,Governor,Mitch Daniels,Republican,Statewide,2870
Dearborn,Governor,Mitch Daniels,Republican,Statewide,1978
Elkhart,Governor,Mitch Daniels,Republican,Statewide,7206
Carroll,Governor,Mitch Daniels,Republican,Statewide,1811
Clay,Governor,Mitch Daniels,Republican,Statewide,2304
Crawford,Governor,Mitch Daniels,Republican,Statewide,487
Daviess,Governor,Mitch Daniels,Republican,Statewide,1988
DeKalb,Governor,Mitch Daniels,Republican,Statewide,2348
Dubois,Governor,Mitch Daniels,Republican,Statewide,1448
Bartholomew,Governor,Mitch Daniels,Republican,Statewide,6076
Benton,Governor,Mitch Daniels,Republican,Statewide,1407
Brown,Governor,Mitch Daniels,Republican,Statewide,1257
Cass,Governor,Mitch Daniels,Republican,Statewide,2677
Adams,Governor,Mitch Daniels,Republican,Statewide,1584
Clark,Governor,Mitch Daniels,Republican,Statewide,1872
Decatur,Governor,Mitch Daniels,Republican,Statewide,2214
Delaware,Governor,Mitch Daniels,Republican,Statewide,6243
Benton,United States Representative,Peter J. Visclosky,Democratic,District 1,235
Benton,United States Representative,Cyril B. (Cy) Huerter,Republican,District 1,185
Benton,United States Representative,Frank E. Kendrick,Republican,District 1,900
Benton,United States Representative,Mark J. Leyva,Republican,District 1,499
Carroll,United States Representative,Joe Donnelly,Democratic,District 2,706
Cass,United States Representative,Joe Donnelly,Democratic,District 2,1602
Elkhart,United States Representative,Joe Donnelly,Democratic,District 2,1786
Carroll,United States Representative,Chris Chocola,Republican,District 2,2257
Cass,United States Representative,Chris Chocola,Republican,District 2,3451
Elkhart,United States Representative,Chris Chocola,Republican,District 2,5258
Carroll,United States Representative,Tony Zirkle,Republican,District 2,503
Elkhart,United States Representative,Tony Zirkle,Republican,District 2,829
Cass,United States Representative,Tony Zirkle,Republican,District 2,769
Allen,United States Representative,Maria M. Parra,Democratic,District 3,3701
DeKalb,United States Representative,Maria M. Parra,Democratic,District 3,316
Elkhart,United States Representative,Maria M. Parra,Democratic,District 3,569
Allen,United States Representative,Mark A. Summers,Democratic,District 3,2365
Elkhart,United States Representative,Mark A. Summers,Democratic,District 3,518
DeKalb,United States Representative,Mark A. Summers,Democratic,District 3,404
DeKalb,United States Representative,Steve G. Hope,Democratic,District 3,234
Allen,United States Representative,Steve G. Hope,Democratic,District 3,1527
Elkhart,United States Representative,Steve G. Hope,Democratic,District 3,196
Allen,United States Representative,Mark Edward Souder,Republican,District 3,17670
DeKalb,United States Representative,Mark Edward Souder,Republican,District 3,2709
Elkhart,United States Representative,Mark Edward Souder,Republican,District 3,8057
Allen,United States Representative,William Larsen,Republican,District 3,4945
Elkhart,United States Representative,William Larsen,Republican,District 3,1755
DeKalb,United States Representative,William Larsen,Republican,District 3,678
Clinton,United States Representative,Bill Abbott,Democratic,District 4,470
Boone,United States Representative,Bill Abbott,Democratic,District 4,304
Boone,United States Representative,David Sanders,Democratic,District 4,375
Clinton,United States Representative,David Sanders,Democratic,District 4,503
Clinton,United States Representative,Brian D. Paasch,Republican,District 4,280
Boone,United States Representative,Brian D. Paasch,Republican,District 4,639
Clinton,United States Representative,Dennis Hardy,Republican,District 4,267
Boone,United States Representative,Dennis Hardy,Republican,District 4,610
Clinton,United States Representative,Mike Campbell,Republican,District 4,338
Boone,United States Representative,Mike Campbell,Republican,District 4,880
Clinton,United States Representative,Steve Buyer,Republican,District 4,3126
Boone,United States Representative,Steve Buyer,Republican,District 4,5141
Dearborn,United States Representative,Mel Fox,Democratic,District 6,141
Blackford,United States Representative,Mel Fox,Democratic,District 6,656
Decatur,United States Representative,Mel Fox,Democratic,District 6,541
Delaware,United States Representative,Mel Fox,Democratic,District 6,8553
Adams,United States Representative,Mel Fox,Democratic,District 6,1050
Allen,United States Representative,Mel Fox,Democratic,District 6,263
Bartholomew,United States Representative,Mel Fox,Democratic,District 6,1494
Dearborn,United States Representative,Mike Pence,Republican,District 6,668
Bartholomew,United States Representative,Mike Pence,Republican,District 6,4676
Blackford,United States Representative,Mike Pence,Republican,District 6,720
Decatur,United States Representative,Mike Pence,Republican,District 6,2668
Delaware,United States Representative,Mike Pence,Republican,District 6,9041
Adams,United States Representative,Mike Pence,Republican,District 6,2329
Allen,United States Representative,Mike Pence,Republican,District 6,724
Daviess,United States Representative,Bill Pearman,Democratic,District 8,160
Clay,United States Representative,Bill Pearman,Democratic,District 8,382
Clay,United States Representative,Jon P. Jennings,Democratic,District 8,1452
Daviess,United States Representative,Jon P. Jennings,Democratic,District 8,626
Daviess,United States Representative,John N. Hostettler,Republican,District 8,2477
Clay,United States Representative,John N. Hostettler,Republican,District 8,2804
Crawford,United States Representative,Baron Hill,Democratic,District 9,1287
Dubois,United States Representative,Baron Hill,Democratic,District 9,4051
Clark,United States Representative,Baron Hill,Democratic,District 9,9078
Brown,United States Representative,Baron Hill,Democratic,District 9,1158
Bartholomew,United States Representative,Baron Hill,Democratic,District 9,1499
Dearborn,United States Representative,Baron Hill,Democratic,District 9,1052
Clark,United States Representative,Lendall B. Terry,Democratic,District 9,1356
Bartholomew,United States Representative,Lendall B. Terry,Democratic,District 9,171
Dubois,United States Representative,Lendall B. Terry,Democratic,District 9,511
Brown,United States Representative,Lendall B. Terry,Democratic,District 9,158
Crawford,United States Representative,Lendall B. Terry,Democratic,District 9,156
Dearborn,United States Representative,Lendall B. Terry,Democratic,District 9,178
Brown,United States Representative,Mike Sodrel,Republican,District 9,1541
Dearborn,United States Representative,Mike Sodrel,Republican,District 9,1619
Bartholomew,United States Representative,Mike Sodrel,Republican,District 9,2392
Crawford,United States Representative,Mike Sodrel,Republican,District 9,562
Dubois,United States Representative,Mike Sodrel,Republican,District 9,1342
Clark,United States Representative,Mike Sodrel,Republican,District 9,3344
Carroll,State Senator,Brandt Hershman,Republican,District 7,2312
Clinton,State Senator,Brandt Hershman,Republican,District 7,899
Elkhart,State Senator,Ryan D. Mishler,Republican,District 9,1511
Elkhart,State Senator,Charles D. Mumaw,Democratic,District 12,1741
Elkhart,State Senator,Marvin Riegsecker,Republican,District 12,9717
DeKalb,State Senator,Robert L. Meeks,Republican,District 13,73
Allen,State Senator,David C. Long,Republican,District 16,7235
Cass,State Senator,Thomas K. Weatherwax,Republican,District 18,3797
Clay,State Senator,Kristin Szczerbik,Democratic,District 37,1143
Clay,State Senator,Richard D. Bray,Republican,District 37,1921
Brown,State Senator,Vi Simpson,Democratic,District 40,1259
Brown,State Senator,R. Dale Cassiday,Republican,District 40,1355
Decatur,State Senator,Barry A. Welsh,Democratic,District 42,441
Decatur,State Senator,Robert N. Jackman,Republican,District 42,2499
Elkhart,State Representative,Craig R. Fry,Democratic,District 5,387
Elkhart,State Representative,Michael Reddy,Republican,District 5,438
Benton,State Representative,Lon P. Childress,Democratic,District 15,229
Benton,State Representative,Donald J. Lehe,Republican,District 15,1577
Cass,State Representative,Eric A. Gutwein,Republican,District 16,716
Elkhart,State Representative,David A. Wolkins,Republican,District 18,1336
Elkhart,State Representative,Carl Kaser,Democratic,District 21,586
Elkhart,State Representative,Jackie Walorski ,Republican,District 21,2417
Elkhart,State Representative,C.L. Alfred,Republican,District 23,128
Elkhart,State Representative,William C. Friend,Republican,District 23,575
Cass,State Representative,Richard W. (Rich) McClain,Republican,District 24,3126
Carroll,State Representative,Richard W. (Rich) McClain,Republican,District 24,2495
Boone,State Representative,Jeffrey A. Thompson,Republican,District 28,3816
Blackford,State Representative,Larry R. Hile,Democratic,District 31,948
Blackford,State Representative,Timothy W. Harris,Republican,District 31,619
Delaware,State Representative,Ron Liggett,Democratic,District 33,1589
Delaware,State Representative,Bill J. Davis,Republican,District 33,768
Delaware,State Representative,Noel (Bud) Carpenter,Republican,District 33,460
Delaware,State Representative,R. Tiny Adams,Democratic,District 34,5018
Delaware,State Representative,Jesse E. Landess,Democratic,District 35,1179
Delaware,State Representative,Kent T. Saunders,Democratic,District 35,2121
Delaware,State Representative,L. Jack Lutz,Republican,District 35,4230
Clinton,State Representative,James R. Buck,Republican,District 38,3296
Boone,State Representative,James R. Buck,Republican,District 38,715
Clay,State Representative,Clyde Kersey,Democratic,District 43,172
Clay,State Representative,Eric A. Wolfe,Democratic,District 44,1059
Clay,State Representative,Andrew P. Thomas,Republican,District 44,1760
Clay,State Representative,"Kenneth J. Eitel, Jr.",Republican,District 44,396
Daviess,State Representative,Alan B. Chowning,Democratic,District 45,123
Daviess,State Representative,Bruce A. Borders,Republican,District 45,505
Clay,State Representative,Vern Tincher,Democratic,District 46,450
Clay,State Representative,Herbert (Herb) W. Jones Jr.,Republican,District 46,394
Clay,State Representative,Jeffery M. Lee,Republican,District 46,427
Elkhart,State Representative,Timothy Neese,Republican,District 48,3770
Elkhart,State Representative,John D. Ulmer,Republican,District 49,5332
DeKalb,State Representative,Dennis K. Kruse,Republican,District 51,1934
DeKalb,State Representative,John T. DeLucenay,Democratic,District 52,250
DeKalb,State Representative,Marlin A. Stutzman,Republican,District 52,450
Dearborn,State Representative,Robert A. Hoffman,Republican,District 55,668
Bartholomew,State Representative,Luke Messer,Republican,District 57,1750
Bartholomew,State Representative,David Yount,Republican,District 59,3801
Brown,State Representative,Peggy Welch,Democratic,District 60,83
Brown,State Representative,Paul Hager,Republican,District 60,80
Daviess,State Representative,Dave Crooks,Democratic,District 63,709
Dubois,State Representative,Dave Crooks,Democratic,District 63,1972
Daviess,State Representative,Ross J. Cook,Democratic,District 63,147
Dubois,State Representative,Ross J. Cook,Democratic,District 63,665
Daviess,State Representative,Paul McFeaters,Republican,District 63,1307
Dubois,State Representative,Paul McFeaters,Republican,District 63,567
Daviess,State Representative,John Gregory Frenz,Democratic,District 64,29
Daviess,State Representative,Troy Woodruff,Republican,District 64,118
Brown,State Representative,Eric Allan Koch,Republican,District 65,1391
Bartholomew,State Representative,Eric Allan Koch,Republican,District 65,1102
Clark,State Representative,Terry Goodin,Democratic,District 66,1650
Clark,State Representative,Jack Gillespie,Republican,District 66,351
Decatur,State Representative,Cleo Duncan,Republican,District 67,2716
Dearborn,State Representative,Robert J. Bischoff,Democratic,District 68,1197
Clark,State Representative,Paul J. Robertson,Democratic,District 70,1490
Clark,State Representative,James L. Bottorff,Democratic,District 71,5616
Clark,State Representative,William C. Cochran,Democratic,District 72,78
Clark,State Representative,Ryan Bergman,Republican,District 72,10
Dubois,State Representative,Dennie Oxley,Democratic,District 73,543
Clark,State Representative,Dennie Oxley,Democratic,District 73,265
Crawford,State Representative,Dennie Oxley,Democratic,District 73,1444
Dubois,State Representative,Russ Stilwell,Democratic,District 74,1159
Adams,State Representative,Michael A. Ripley,Republican,District 79,2448
Allen,State Representative,Michael A. Ripley,Republican,District 79,1518
Allen,State Representative,Ben E. GiaQuinta,Democratic,District 80,1625
Allen,State Representative,Kevin Howell,Republican,District 80,1572
Allen,State Representative,Win Moses Jr.,Democratic,District 81,1796
Allen,State Representative,Jeff Espich,Republican,District 82,2812
Allen,State Representative,Robert K. Alderman,Republican,District 83,2283
Allen,State Representative,John M. Zimmerman,Republican,District 84,1369
Allen,State Representative,Randy L. Borror,Republican,District 84,4005
Allen,State Representative,Phyllis J. Pond,Republican,District 85,4444
DeKalb,State Representative,Phyllis J. Pond,Republican,District 85,302
Boone,State Representative,Cindy Noe,Republican,District 87,1732
Bartholomew,Judge of the Circuit Court,Stephen R. Heimann,Democratic,Bartholomew (9th Circuit),3401
Bartholomew,Judge of the Circuit Court,David A. Nowak,Republican,Bartholomew (9th Circuit),5899
Clark,Judge of the Circuit Court,Daniel F. Donahue,Democratic,"Clark (4th Circt), No. 1",8896
Clay,Judge of the Circuit Court,Ernest E. Yelton,Republican,Clay (13th Circuit),2988
Crawford,Judge of the Circuit Court,Kenneth Lynn Lopp,Democratic,Crawford (77th Circuit),1263
Blackford,Judge of the Superior Court,John W. Forcum,Democratic,Blackford County,915
Dearborn,Judge of the Circuit Court,James D. Humphrey,Republican,Dearborn/Ohio (7th Cir.),2446
DeKalb,Judge of the Circuit Court,Kirk D. Carpenter,Democratic,DeKalb (75th Circuit),962
Delaware,Judge of the Circuit Court,Marianne Lafferty Vorhees,Democratic,Delaware Ct. 1(46th Cir.),9390
Delaware,Judge of the Circuit Court,Jeffrey L. Arnold,Republican,Delaware Ct. 1(46th Cir.),8184
Cass,Judge of the Superior Court,Thomas C. Perrone,Democratic,"Cass County, Court 1",1661
Elkhart,Judge of the Circuit Court,Terry C. Shewmaker,Republican,Elkhart (34th Circuit),13946
Dubois,Judge of the Superior Court,"Howard B. Lytton, Jr.",Democratic,Dubois County,2216
Dubois,Judge of the Superior Court,Nathan A. Verkamp,Democratic,Dubois County,3083
Dubois,Judge of the Superior Court,Elaine Marie Becher Brown,Republican,Dubois County,1404
